name cluster chr start end freq
cMAR-8132 1102 chr2 171979245 171979367 4
cMAR-11538 1102 chr2 171983183 171983441 4
cMAR-12845 1102 chr2 171946705 171946805 4
cMAR-16823 1102 chr2 171976144 171976312 4
cMAR-1382 1115 chr2 174754216 174754420 4
cMAR-8752 1115 chr2 174759486 174759649 4
cMAR-17294 1115 chr2 174800111 174800299 4
cMAR-20271 1115 chr2 174846874 174847178 4
cMAR-10189 1123 chr2 177537786 177538197 4
cMAR-11756 1123 chr2 177552367 177552587 4
cMAR-18562 1123 chr2 177551655 177552296 4
cMAR-19789 1123 chr2 177550773 177551369 4
cMAR-2257 1134 chr2 179112719 179112849 4
cMAR-6544 1134 chr2 179124358 179124565 4
cMAR-9706 1134 chr2 179116666 179116809 4
cMAR-10520 1134 chr2 179123685 179123840 4
cMAR-3170 1144 chr2 182751656 182751792 4
cMAR-5446 1144 chr2 182754997 182755111 4
cMAR-11888 1144 chr2 182740259 182740393 4
cMAR-14775 1144 chr2 182743595 182743718 4
cMAR-528 1166 chr2 191385881 191386087 4
cMAR-3746 1166 chr2 191387215 191387454 4
cMAR-4884 1166 chr2 191423835 191423963 4
cMAR-7562 1166 chr2 191360621 191360736 4
cMAR-4608 1180 chr2 198103816 198103940 4
cMAR-9262 1180 chr2 198083755 198085230 4
cMAR-19328 1180 chr2 198085261 198086237 4
cMAR-19660 1180 chr2 198146777 198146963 4
cMAR-1363 1197 chr2 202759230 202759361 4
cMAR-8851 1197 chr2 202726235 202726367 4
cMAR-16492 1197 chr2 202755532 202755690 4
cMAR-17113 1197 chr2 202765428 202765788 4
cMAR-10715 1216 chr2 207123767 207123925 4
cMAR-12145 1216 chr2 207165462 207165646 4
cMAR-17981 1216 chr2 207123961 207124294 4
cMAR-19264 1216 chr2 207088452 207088611 4
cMAR-4571 1218 chr2 207747035 207747241 4
cMAR-5561 1218 chr2 207767904 207768158 4
cMAR-16985 1218 chr2 207750952 207751126 4
cMAR-20388 1218 chr2 207767461 207767867 4
cMAR-8065 1223 chr2 209723574 209723695 4
cMAR-10517 1223 chr2 209653166 209653437 4
cMAR-14675 1223 chr2 209730170 209730534 4
cMAR-16209 1223 chr2 209694054 209694505 4
cMAR-760 1231 chr2 211701960 211702169 4
cMAR-12282 1231 chr2 211679047 211679187 4
cMAR-12644 1231 chr2 211712044 211712190 4
cMAR-15309 1231 chr2 211725068 211725200 4
cMAR-6749 1246 chr2 218266439 218266598 4
cMAR-7226 1246 chr2 218249817 218249928 4
cMAR-9580 1246 chr2 218249362 218249468 4
cMAR-17631 1246 chr2 218239388 218239491 4
cMAR-4427 1258 chr2 219632264 219632446 4
cMAR-9300 1258 chr2 219640430 219640602 4
cMAR-10820 1258 chr2 219636678 219636878 4
cMAR-14501 1258 chr2 219635268 219635446 4
cMAR-1461 1270 chr2 223977538 223977648 4
cMAR-4019 1270 chr2 223963715 223963945 4
cMAR-5651 1270 chr2 223984747 223984957 4
cMAR-17747 1270 chr2 223959532 223959742 4
cMAR-13447 1300 chr2 232768191 232768825 4
cMAR-17428 1300 chr2 232770899 232771385 4
cMAR-17748 1300 chr2 232812385 232812490 4
cMAR-19122 1300 chr2 232791005 232791157 4
cMAR-7140 1318 chr2 241248241 241248351 4
cMAR-7305 1318 chr2 241253388 241253500 4
cMAR-9927 1318 chr2 241239599 241239818 4
cMAR-13973 1318 chr2 241256182 241256405 4
cMAR-3393 1319 chr2 241633886 241634078 4
cMAR-4020 1319 chr2 241602968 241603083 4
cMAR-10245 1319 chr2 241601891 241602004 4
cMAR-15300 1319 chr2 241632909 241633304 4
cMAR-2308 1327 chr3 4667375 4667550 4
cMAR-11144 1327 chr3 4733061 4733226 4
cMAR-13264 1327 chr3 4775239 4775446 4
cMAR-15077 1327 chr3 4706164 4706356 4
cMAR-74 1345 chr3 11260257 11260360 4
cMAR-5297 1345 chr3 11260385 11260497 4
cMAR-7431 1345 chr3 11259575 11259745 4
cMAR-7551 1345 chr3 11259332 11259533 4
cMAR-1647 1346 chr3 11315332 11315498 4
cMAR-7272 1346 chr3 11347875 11348042 4
cMAR-8294 1346 chr3 11362811 11362935 4
cMAR-15197 1346 chr3 11332969 11333099 4
cMAR-3144 1350 chr3 12392608 12392760 4
cMAR-7227 1350 chr3 12405860 12406082 4
cMAR-8452 1350 chr3 12433893 12434145 4
cMAR-8904 1350 chr3 12416697 12417160 4
cMAR-13739 1372 chr3 18386397 18386615 4
cMAR-16524 1372 chr3 18351969 18352207 4
cMAR-17496 1372 chr3 18378164 18378363 4
cMAR-19882 1372 chr3 18397136 18397343 4
cMAR-4722 1375 chr3 20101281 20101470 4
cMAR-7478 1375 chr3 20114879 20114993 4
cMAR-13078 1375 chr3 20095261 20095414 4
cMAR-15800 1375 chr3 20152315 20152528 4
cMAR-1720 1379 chr3 23964960 23965168 4
cMAR-3656 1379 chr3 23962396 23962613 4
cMAR-10995 1379 chr3 23977221 23977505 4
cMAR-16145 1379 chr3 23961961 23962110 4
cMAR-14797 1380 chr3 24122821 24123129 4
cMAR-15801 1380 chr3 24143496 24143709 4
cMAR-17159 1380 chr3 24127495 24127767 4
cMAR-19207 1380 chr3 24146670 24146826 4
cMAR-557 1412 chr3 36528846 36528992 4
cMAR-6174 1412 chr3 36484966 36485066 4
cMAR-9109 1412 chr3 36486120 36486255 4
cMAR-13460 1412 chr3 36443361 36443467 4
cMAR-5178 1439 chr3 44309818 44309995 4
cMAR-6012 1439 chr3 44323082 44323302 4
cMAR-7626 1439 chr3 44331780 44332012 4
cMAR-13775 1439 chr3 44287384 44287548 4
cMAR-668 1440 chr3 44784843 44784948 4
cMAR-3564 1440 chr3 44829959 44830084 4
cMAR-5947 1440 chr3 44841072 44841242 4
cMAR-13079 1440 chr3 44838271 44838424 4
cMAR-765 1441 chr3 44989138 44989248 4
cMAR-3616 1441 chr3 45011232 45011340 4
cMAR-5737 1441 chr3 45007415 45007580 4
cMAR-11540 1441 chr3 44959123 44959467 4
cMAR-2917 1463 chr3 49419258 49419404 4
cMAR-4305 1463 chr3 49426248 49426348 4
cMAR-12033 1463 chr3 49420209 49420345 4
cMAR-19694 1463 chr3 49418966 49419155 4
cMAR-12316 1474 chr3 51227265 51227452 4
cMAR-14359 1474 chr3 51260154 51260329 4
cMAR-15900 1474 chr3 51214109 51214253 4
cMAR-17482 1474 chr3 51270813 51271011 4
cMAR-6355 1496 chr3 57110187 57110314 4
cMAR-9240 1496 chr3 57114686 57114823 4
cMAR-16414 1496 chr3 57098387 57098543 4
cMAR-16640 1496 chr3 57105855 57106017 4
cMAR-2485 1499 chr3 57630711 57630831 4
cMAR-5220 1499 chr3 57661444 57661555 4
cMAR-9027 1499 chr3 57628214 57628348 4
cMAR-17875 1499 chr3 57641645 57641753 4
cMAR-8811 1520 chr3 66382980 66383406 4
cMAR-11760 1520 chr3 66394035 66394211 4
cMAR-15118 1520 chr3 66362744 66363065 4
cMAR-19347 1520 chr3 66385979 66386306 4
cMAR-5903 1522 chr3 67498130 67498299 4
cMAR-8175 1522 chr3 67508779 67508932 4
cMAR-14381 1522 chr3 67529082 67529199 4
cMAR-16532 1522 chr3 67520479 67520638 4
cMAR-520 1578 chr3 105693488 105693595 4
cMAR-2055 1578 chr3 105681477 105681616 4
cMAR-15255 1578 chr3 105670228 105670359 4
cMAR-16349 1578 chr3 105678426 105678580 4
cMAR-4683 1580 chr3 107774717 107774863 4
cMAR-14891 1580 chr3 107716603 107716853 4
cMAR-17593 1580 chr3 107728762 107728966 4
cMAR-20121 1580 chr3 107805367 107806118 4
cMAR-8695 1582 chr3 111144881 111145043 4
cMAR-9466 1582 chr3 111112028 111112378 4
cMAR-13272 1582 chr3 111118648 111118959 4
cMAR-20341 1582 chr3 111133503 111134227 4
cMAR-5751 1588 chr3 113278671 113278789 4
cMAR-11465 1588 chr3 113281028 113281156 4
cMAR-11530 1588 chr3 113272408 113272708 4
cMAR-13389 1588 chr3 113303910 113304120 4
cMAR-1635 1605 chr3 120650772 120650874 4
cMAR-1874 1605 chr3 120646258 120646379 4
cMAR-5704 1605 chr3 120709776 120709917 4
cMAR-10051 1605 chr3 120670424 120670535 4
cMAR-973 1615 chr3 122463932 122464060 4
cMAR-1253 1615 chr3 122437166 122437305 4
cMAR-12854 1615 chr3 122461222 122461322 4
cMAR-16495 1615 chr3 122453868 122454026 4
cMAR-1266 1618 chr3 122913853 122914004 4
cMAR-8424 1618 chr3 122915437 122915625 4
cMAR-14450 1618 chr3 122926386 122926681 4
cMAR-16299 1618 chr3 122923614 122923767 4
cMAR-150 1623 chr3 123976859 123976987 4
cMAR-766 1623 chr3 123970036 123970226 4
cMAR-2571 1623 chr3 123980359 123980496 4
cMAR-2666 1623 chr3 123975373 123975543 4
cMAR-1457 1628 chr3 124666438 124666609 4
cMAR-3482 1628 chr3 124658418 124658524 4
cMAR-3950 1628 chr3 124743911 124744082 4
cMAR-6563 1628 chr3 124699884 124700040 4
cMAR-5509 1656 chr3 133639947 133640176 4
cMAR-6620 1656 chr3 133608533 133608716 4
cMAR-9077 1656 chr3 133618284 133618385 4
cMAR-13818 1656 chr3 133586563 133586728 4
cMAR-311 1674 chr3 139373312 139373415 4
cMAR-3686 1674 chr3 139374483 139374592 4
cMAR-10978 1674 chr3 139375465 139375627 4
cMAR-16533 1674 chr3 139383294 139383453 4
cMAR-6429 1704 chr3 150568173 150568301 4
cMAR-10400 1704 chr3 150567897 150568050 4
cMAR-12792 1704 chr3 150571942 150572536 4
cMAR-19239 1704 chr3 150544187 150544502 4
cMAR-16300 1716 chr3 155138089 155138242 4
cMAR-16678 1716 chr3 155141974 155142137 4
cMAR-16828 1716 chr3 155143416 155143584 4
cMAR-17464 1716 chr3 155114969 155115166 4
cMAR-446 1731 chr3 158805353 158805482 4
cMAR-987 1731 chr3 158819647 158819754 4
cMAR-7981 1731 chr3 158809174 158809294 4
cMAR-17984 1731 chr3 158823420 158823531 4
cMAR-7481 1735 chr3 160525997 160526111 4
cMAR-11604 1735 chr3 160508101 160508274 4
cMAR-13083 1735 chr3 160530851 160530953 4
cMAR-16679 1735 chr3 160521771 160521934 4
cMAR-1527 1751 chr3 170293363 170293512 4
cMAR-3395 1751 chr3 170280217 170280409 4
cMAR-8516 1751 chr3 170298990 170299117 4
cMAR-10828 1751 chr3 170297283 170297403 4
cMAR-919 1766 chr3 177047296 177047401 4
cMAR-8382 1766 chr3 177064914 177065039 4
cMAR-9404 1766 chr3 177034190 177034329 4
cMAR-14754 1766 chr3 177032956 177033140 4
cMAR-838 1778 chr3 183022407 183022561 4
cMAR-7631 1778 chr3 183015435 183015580 4
cMAR-14994 1778 chr3 182965530 182965783 4
cMAR-16788 1778 chr3 182961204 182961371 4
cMAR-6179 1793 chr3 186057073 186057248 4
cMAR-9847 1793 chr3 186081040 186081185 4
cMAR-14892 1793 chr3 186079815 186079940 4
cMAR-18026 1793 chr3 186048639 186048863 4
cMAR-12036 1795 chr3 186268795 186268931 4
cMAR-12469 1795 chr3 186279845 186279988 4
cMAR-16829 1795 chr3 186251754 186251922 4
cMAR-18748 1795 chr3 186275542 186275678 4
cMAR-1028 1811 chr3 193314968 193315098 4
cMAR-3565 1811 chr3 193343919 193344044 4
cMAR-9710 1811 chr3 193351062 193351205 4
cMAR-19350 1811 chr3 193324860 193325024 4
cMAR-2140 1820 chr3 195297186 195297299 4
cMAR-7310 1820 chr3 195333025 195333137 4
cMAR-13512 1820 chr3 195301964 195302177 4
cMAR-16150 1820 chr3 195285711 195285860 4
cMAR-5087 1824 chr3 196241941 196242094 4
cMAR-8178 1824 chr3 196229913 196230066 4
cMAR-8301 1824 chr3 196248202 196248326 4
cMAR-17423 1824 chr3 196239544 196239738 4
cMAR-5847 1828 chr3 196886489 196886704 4
cMAR-12595 1828 chr3 196923412 196923557 4
cMAR-14242 1828 chr3 196899663 196899778 4
cMAR-18061 1828 chr3 196930810 196931373 4
cMAR-5436 1829 chr3 197065273 197065455 4
cMAR-10573 1829 chr3 197017100 197017295 4
cMAR-10832 1829 chr3 197065702 197065822 4
cMAR-15576 1829 chr3 197044620 197044757 4
cMAR-9878 1865 chr4 25767733 25767842 4
cMAR-11168 1865 chr4 25790453 25790577 4
cMAR-15062 1865 chr4 25847490 25847745 4
cMAR-15257 1865 chr4 25833441 25833572 4
cMAR-4818 1882 chr4 39848847 39848974 4
cMAR-12345 1882 chr4 39849516 39849657 4
cMAR-14828 1882 chr4 39913605 39913729 4
cMAR-16706 1882 chr4 39866857 39867021 4
cMAR-14312 1883 chr4 40144630 40144804 4
cMAR-14656 1883 chr4 40121157 40121278 4
cMAR-15198 1883 chr4 40142671 40142866 4
cMAR-19245 1883 chr4 40126180 40126338 4
cMAR-1538 1884 chr4 40337208 40337370 4
cMAR-11033 1884 chr4 40354351 40354514 4
cMAR-11812 1884 chr4 40353977 40354154 4
cMAR-17132 1884 chr4 40348880 40349421 4
cMAR-9366 1951 chr4 77161647 77161751 4
cMAR-13556 1951 chr4 77164271 77164485 4
cMAR-16977 1951 chr4 77160718 77160978 4
cMAR-19639 1951 chr4 77159324 77159508 4
cMAR-9585 1952 chr4 77726160 77726372 4
cMAR-12858 1952 chr4 77728851 77729101 4
cMAR-18168 1952 chr4 77742136 77742252 4
cMAR-20411 1952 chr4 77720215 77720652 4
cMAR-6674 1960 chr4 82870322 82870427 4
cMAR-12495 1960 chr4 82856946 82857137 4
cMAR-13994 1960 chr4 82867152 82867320 4
cMAR-15367 1960 chr4 82854899 82855032 4
cMAR-10496 2003 chr4 105897893 105898009 4
cMAR-11470 2003 chr4 105938299 105938427 4
cMAR-17752 2003 chr4 105911991 105912306 4
cMAR-20183 2003 chr4 105967185 105967452 4
cMAR-8978 2005 chr4 106308763 106308963 4
cMAR-14112 2005 chr4 106347524 106347694 4
cMAR-14386 2005 chr4 106327449 106327566 4
cMAR-14421 2005 chr4 106336867 106337043 4
cMAR-12204 2032 chr4 125477153 125477338 4
cMAR-14956 2032 chr4 125468510 125468825 4
cMAR-15123 2032 chr4 125446291 125446548 4
cMAR-18733 2032 chr4 125450107 125452814 4
cMAR-3178 2048 chr4 140639320 140639439 4
cMAR-10162 2048 chr4 140661887 140662111 4
cMAR-13438 2048 chr4 140670718 140670929 4
cMAR-18767 2048 chr4 140622202 140622612 4
cMAR-13558 2056 chr4 145081659 145081766 4
cMAR-16377 2056 chr4 145119927 145120159 4
cMAR-16454 2056 chr4 145117286 145117443 4
cMAR-16937 2056 chr4 145146258 145146430 4
cMAR-17140 2059 chr4 145892238 145892419 4
cMAR-18611 2059 chr4 145885902 145886163 4
cMAR-19925 2059 chr4 145885665 145885876 4
cMAR-20302 2059 chr4 145902266 145903232 4
cMAR-12578 2077 chr4 151100975 151101168 4
cMAR-14708 2077 chr4 151104171 151104293 4
cMAR-17944 2077 chr4 151099606 151099716 4
cMAR-19958 2077 chr4 151102868 151103084 4
cMAR-10404 2132 chr4 185145752 185145905 4
cMAR-16861 2132 chr4 185146799 185146968 4
cMAR-20109 2132 chr4 185144762 185145257 4
cMAR-20218 2132 chr4 185175780 185176060 4
cMAR-3749 2157 chr5 14485067 14485251 4
cMAR-18912 2157 chr5 14496877 14497020 4
cMAR-19862 2157 chr5 14507878 14508492 4
cMAR-19915 2157 chr5 14504390 14504600 4
cMAR-144 2159 chr5 14687505 14687652 4
cMAR-3551 2159 chr5 14741822 14741929 4
cMAR-4909 2159 chr5 14712870 14712977 4
cMAR-13899 2159 chr5 14690037 14690314 4
cMAR-8652 2171 chr5 24498393 24498522 4
cMAR-17681 2171 chr5 24537374 24537685 4
cMAR-17753 2171 chr5 24511402 24511507 4
cMAR-19389 2171 chr5 24487659 24488156 4
cMAR-9429 2179 chr5 32387537 32387711 4
cMAR-14561 2179 chr5 32385482 32385661 4
cMAR-19301 2179 chr5 32417646 32417807 4
cMAR-20251 2179 chr5 32419816 32420109 4
cMAR-802 2211 chr5 41939438 41939620 4
cMAR-7634 2211 chr5 41917166 41917282 4
cMAR-14529 2211 chr5 41929684 41929922 4
cMAR-17359 2211 chr5 41927007 41927198 4
cMAR-890 2233 chr5 55785722 55785878 4
cMAR-10252 2233 chr5 55813665 55813778 4
cMAR-14219 2233 chr5 55792638 55792810 4
cMAR-18944 2233 chr5 55814889 55815178 4
cMAR-1637 2239 chr5 58993367 58993469 4
cMAR-3849 2239 chr5 58975655 58975842 4
cMAR-4576 2239 chr5 58990802 58990905 4
cMAR-20170 2239 chr5 58974819 58975083 4
cMAR-2488 2245 chr5 62373679 62373844 4
cMAR-3507 2245 chr5 62390873 62390997 4
cMAR-8982 2245 chr5 62398643 62398743 4
cMAR-19004 2245 chr5 62363176 62363323 4
cMAR-5850 2265 chr5 69509586 69509825 4
cMAR-6615 2265 chr5 69509135 69509370 4
cMAR-7543 2265 chr5 69513943 69514115 4
cMAR-9654 2265 chr5 69547927 69548105 4
cMAR-1863 2281 chr5 75584757 75584931 4
cMAR-2049 2281 chr5 75552470 75552595 4
cMAR-7830 2281 chr5 75616797 75616915 4
cMAR-15662 2281 chr5 75583284 75583423 4
cMAR-7711 2293 chr5 78162813 78162959 4
cMAR-10116 2293 chr5 78141136 78141322 4
cMAR-18429 2293 chr5 78156251 78156375 4
cMAR-20418 2293 chr5 78129118 78130010 4
cMAR-243 2300 chr5 80059789 80059908 4
cMAR-1252 2300 chr5 80040124 80040286 4
cMAR-9227 2300 chr5 80079910 80080081 4
cMAR-11431 2300 chr5 80055790 80055960 4
cMAR-2762 2306 chr5 81042875 81042985 4
cMAR-7351 2306 chr5 81112608 81112861 4
cMAR-15945 2306 chr5 81113536 81113825 4
cMAR-16708 2306 chr5 81068021 81068185 4
cMAR-14767 2317 chr5 88196199 88196506 4
cMAR-15710 2317 chr5 88240804 88240944 4
cMAR-15767 2317 chr5 88202957 88203098 4
cMAR-17379 2317 chr5 88198971 88199163 4
cMAR-8307 2320 chr5 90518976 90519286 4
cMAR-10982 2320 chr5 90525030 90525192 4
cMAR-13586 2320 chr5 90461180 90461555 4
cMAR-16939 2320 chr5 90473877 90474049 4
cMAR-7803 2330 chr5 94894641 94894847 4
cMAR-9712 2330 chr5 94909245 94909388 4
cMAR-15579 2330 chr5 94868326 94868463 4
cMAR-19269 2330 chr5 94953214 94953373 4
cMAR-4147 2335 chr5 96429207 96429324 4
cMAR-7063 2335 chr5 96408218 96408327 4
cMAR-7254 2335 chr5 96397333 96397472 4
cMAR-8383 2335 chr5 96425815 96425940 4
cMAR-4684 2337 chr5 96985076 96985222 4
cMAR-9228 2337 chr5 96979811 96979982 4
cMAR-16709 2337 chr5 97014937 97015101 4
cMAR-18869 2337 chr5 96979136 96979700 4
cMAR-1549 2338 chr5 97177726 97177851 4
cMAR-1638 2338 chr5 97173168 97173270 4
cMAR-5133 2338 chr5 97179046 97179200 4
cMAR-8914 2338 chr5 97171203 97171402 4
cMAR-1575 2347 chr5 103555926 103556102 4
cMAR-1711 2347 chr5 103560039 103560233 4
cMAR-7743 2347 chr5 103550861 103550978 4
cMAR-19386 2347 chr5 103552124 103552455 4
cMAR-6860 2364 chr5 114363898 114364005 4
cMAR-18824 2364 chr5 114362742 114362881 4
cMAR-19182 2364 chr5 114404405 114404869 4
cMAR-19442 2364 chr5 114363095 114363264 4
cMAR-3303 2371 chr5 116482441 116482579 4
cMAR-5370 2371 chr5 116495410 116495523 4
cMAR-13093 2371 chr5 116497321 116497423 4
cMAR-20269 2371 chr5 116446910 116447818 4
cMAR-2808 2375 chr5 119525915 119526026 4
cMAR-2894 2375 chr5 119509134 119509247 4
cMAR-4255 2375 chr5 119499359 119499557 4
cMAR-6025 2375 chr5 119531264 119531411 4
cMAR-6573 2380 chr5 122803463 122803619 4
cMAR-10583 2380 chr5 122826043 122826199 4
cMAR-16993 2380 chr5 122799685 122799859 4
cMAR-17964 2380 chr5 122818812 122819033 4
cMAR-4599 2391 chr5 126804770 126804935 4
cMAR-10254 2391 chr5 126832692 126832805 4
cMAR-10334 2391 chr5 126822778 126822892 4
cMAR-12681 2391 chr5 126820943 126821138 4
cMAR-2365 2408 chr6 4049010 4049113 4
cMAR-12568 2408 chr6 4060407 4060936 4
cMAR-13244 2408 chr6 4049730 4049885 4
cMAR-16791 2408 chr6 4057026 4057193 4
cMAR-363 2413 chr6 6222027 6222174 4
cMAR-1512 2413 chr6 6181984 6182145 4
cMAR-8684 2413 chr6 6174575 6174769 4
cMAR-10117 2413 chr6 6224678 6224864 4
cMAR-613 2433 chr6 15517159 15517271 4
cMAR-7020 2433 chr6 15533235 15533398 4
cMAR-9842 2433 chr6 15500905 15501412 4
cMAR-10204 2433 chr6 15496724 15497173 4
cMAR-2719 2463 chr6 31969513 31969716 4
cMAR-3578 2463 chr6 31966706 31966849 4
cMAR-6277 2463 chr6 31969301 31969427 4
cMAR-14244 2463 chr6 31964230 31964345 4
cMAR-38 2480 chr6 35475044 35475160 4
cMAR-7291 2480 chr6 35425829 35426080 4
cMAR-13066 2480 chr6 35424327 35424785 4
cMAR-13360 2480 chr6 35475335 35475492 4
cMAR-574 2493 chr6 37458605 37458816 4
cMAR-6006 2493 chr6 37446282 37446453 4
cMAR-12106 2493 chr6 37461968 37462105 4
cMAR-12347 2493 chr6 37473466 37473607 4
cMAR-292 2501 chr6 39191557 39191758 4
cMAR-1071 2501 chr6 39194165 39194341 4
cMAR-11861 2501 chr6 39194589 39194767 4
cMAR-18309 2501 chr6 39195870 39195990 4
cMAR-18490 2508 chr6 41687905 41688031 4
cMAR-18599 2508 chr6 41690661 41690921 4
cMAR-19271 2508 chr6 41684599 41684758 4
cMAR-19288 2508 chr6 41686081 41686241 4
cMAR-2609 2510 chr6 41930633 41930771 4
cMAR-4386 2510 chr6 41907154 41907295 4
cMAR-8698 2510 chr6 41916781 41916943 4
cMAR-15967 2510 chr6 41930130 41930275 4
cMAR-136 2512 chr6 42256723 42256836 4
cMAR-634 2512 chr6 42264702 42264815 4
cMAR-14316 2512 chr6 42210483 42210599 4
cMAR-16262 2512 chr6 42263254 42263482 4
cMAR-5073 2566 chr7 21818215 21818346 4
cMAR-8985 2566 chr7 21702708 21702808 4
cMAR-11894 2566 chr7 21748613 21748747 4
cMAR-14076 2566 chr7 21773776 21774002 4
cMAR-4527 2589 chr7 30451212 30451539 4
cMAR-10647 2589 chr7 30452317 30452670 4
cMAR-11862 2589 chr7 30500525 30500703 4
cMAR-14594 2589 chr7 30455134 30455314 4
cMAR-8721 2607 chr7 35872639 35872769 4
cMAR-12348 2607 chr7 35898246 35898387 4
cMAR-12870 2607 chr7 35903072 35903222 4
cMAR-15152 2607 chr7 35883863 35883992 4
cMAR-13469 2633 chr7 56081891 56082050 4
cMAR-13999 2633 chr7 56081079 56081303 4
cMAR-15320 2633 chr7 56081627 56081759 4
cMAR-17282 2633 chr7 56087592 56087779 4
cMAR-6068 2687 chr7 92040704 92040901 4
cMAR-9103 2687 chr7 92001364 92001600 4
cMAR-11086 2687 chr7 92042035 92042199 4
cMAR-17133 2687 chr7 92002358 92002629 4
cMAR-8367 2689 chr7 92236404 92236560 4
cMAR-11087 2689 chr7 92226521 92226685 4
cMAR-12943 2689 chr7 92234445 92234596 4
cMAR-18482 2689 chr7 92235398 92235649 4
cMAR-2017 2697 chr7 94551332 94551484 4
cMAR-5009 2697 chr7 94533677 94533807 4
cMAR-13921 2697 chr7 94535307 94535529 4
cMAR-20403 2697 chr7 94599614 94600037 4
cMAR-3750 2709 chr7 98212536 98212720 4
cMAR-9885 2709 chr7 98228012 98228121 4
cMAR-11974 2709 chr7 98241067 98241247 4
cMAR-13560 2709 chr7 98238507 98238614 4
cMAR-1072 2715 chr7 100655013 100655123 4
cMAR-5752 2715 chr7 100646970 100647088 4
cMAR-9587 2715 chr7 100650032 100650138 4
cMAR-19172 2715 chr7 100626753 100626907 4
cMAR-7066 2716 chr7 100805169 100805278 4
cMAR-9979 2716 chr7 100813094 100813204 4
cMAR-13863 2716 chr7 100807363 100807584 4
cMAR-20128 2716 chr7 100812745 100812997 4
cMAR-7764 2743 chr7 108232320 108232525 4
cMAR-15969 2743 chr7 108160356 108160501 4
cMAR-16155 2743 chr7 108197952 108198101 4
cMAR-18311 2743 chr7 108234581 108234701 4
cMAR-6576 2748 chr7 111788652 111788756 4
cMAR-7067 2748 chr7 111778272 111778381 4
cMAR-8181 2748 chr7 111769527 111769680 4
cMAR-8722 2748 chr7 111735044 111735174 4
cMAR-4539 2766 chr7 117665447 117665570 4
cMAR-10237 2766 chr7 117728082 117728270 4
cMAR-16889 2766 chr7 117711528 117711783 4
cMAR-17196 2766 chr7 117664685 117664868 4
cMAR-12025 2783 chr7 123662373 123662690 4
cMAR-13527 2783 chr7 123694711 123694871 4
cMAR-17057 2783 chr7 123696574 123696751 4
cMAR-18980 2783 chr7 123709084 123709230 4
cMAR-13597 2791 chr7 127584356 127584517 4
cMAR-14346 2791 chr7 127582638 127582929 4
cMAR-16457 2791 chr7 127583010 127583324 4
cMAR-19711 2791 chr7 127584992 127585183 4
cMAR-6391 2804 chr7 130401872 130401974 4
cMAR-13706 2804 chr7 130385151 130385314 4
cMAR-15003 2804 chr7 130387822 130388012 4
cMAR-15809 2804 chr7 130400702 130400844 4
cMAR-2926 2829 chr7 138715758 138715888 4
cMAR-10719 2829 chr7 138749163 138749321 4
cMAR-12804 2829 chr7 138747419 138747568 4
cMAR-17340 2829 chr7 138732905 138733095 4
cMAR-5990 2834 chr7 139628949 139629071 4
cMAR-9033 2834 chr7 139613198 139613332 4
cMAR-12351 2834 chr7 139631596 139631737 4
cMAR-14059 2834 chr7 139620398 139620567 4
cMAR-3031 2853 chr7 144372315 144372431 4
cMAR-4492 2853 chr7 144371872 144372035 4
cMAR-5601 2853 chr7 144378760 144378876 4
cMAR-11320 2853 chr7 144371159 144371327 4
cMAR-1772 2866 chr7 151141950 151142055 4
cMAR-10929 2866 chr7 151128570 151128691 4
cMAR-18075 2866 chr7 151143734 151143847 4
cMAR-20185 2866 chr7 151143335 151143602 4
cMAR-5789 2868 chr7 151368725 151368891 4
cMAR-5899 2868 chr7 151366936 151367129 4
cMAR-6106 2868 chr7 151376631 151376755 4
cMAR-11011 2868 chr7 151360131 151360253 4
cMAR-14638 2883 chr8 9720371 9720552 4
cMAR-17174 2883 chr8 9733270 9733452 4
cMAR-19069 2883 chr8 9730888 9731038 4
cMAR-20089 2883 chr8 9751607 9751849 4
cMAR-8581 2895 chr8 17098430 17098558 4
cMAR-8818 2895 chr8 17116441 17116605 4
cMAR-12767 2895 chr8 17064096 17064244 4
cMAR-14174 2895 chr8 17104383 17104497 4
cMAR-5948 2897 chr8 17548676 17548846 4
cMAR-9559 2897 chr8 17550299 17550440 4
cMAR-16833 2897 chr8 17554921 17555089 4
cMAR-19793 2897 chr8 17554515 17554714 4
cMAR-12718 2910 chr8 22414758 22414905 4
cMAR-12768 2910 chr8 22419550 22419698 4
cMAR-15246 2910 chr8 22409930 22410126 4
cMAR-19857 2910 chr8 22412006 22412210 4
cMAR-8636 2923 chr8 26391228 26391389 4
cMAR-11864 2923 chr8 26363719 26363897 4
cMAR-14222 2923 chr8 26362682 26362854 4
cMAR-17325 2923 chr8 26360969 26361158 4
cMAR-7071 2936 chr8 29124017 29124126 4
cMAR-10849 2936 chr8 29176063 29176183 4
cMAR-13174 2936 chr8 29140466 29140620 4
cMAR-16714 2936 chr8 29132308 29132472 4
cMAR-6651 2977 chr8 54142661 54142792 4
cMAR-7777 2977 chr8 54137266 54137442 4
cMAR-10720 2977 chr8 54136512 54136670 4
cMAR-15452 2977 chr8 54147380 54147716 4
cMAR-12132 3014 chr8 70170199 70170382 4
cMAR-15400 3014 chr8 70166564 70166764 4
cMAR-17849 3014 chr8 70144638 70144852 4
cMAR-18930 3014 chr8 70128700 70128988 4
