group	group_name	seqnames	start	end	width	strand	element_accelerated_ranking_name
2500	NA	chr7	115933512	115933526	15	*	ncAvAR-2500
2500	NA	chr7	115933477	115933491	15	*	ncAvAR-2500
2501	NA	chr7	22015846	22015902	57	*	ncAvAR-2501
2501	NA	chr7	22015903	22015925	23	*	ncAvAR-2501
2501	NA	chr7	22015926	22015977	52	*	ncAvAR-2501
2501	NA	chr7	22015978	22016016	39	*	ncAvAR-2501
2501	NA	chr7	22016019	22016155	137	*	ncAvAR-2501
2501	NA	chr7	22016156	22016181	26	*	ncAvAR-2501
2501	NA	chr7	22016183	22016273	91	*	ncAvAR-2501
2501	NA	chr7	22016275	22016292	18	*	ncAvAR-2501
2501	NA	chr7	22016294	22016309	16	*	ncAvAR-2501
2502	NA	chr10	128545901	128546265	365	*	ncAvAR-2502
2502	NA	chr10	128546266	128546380	115	*	ncAvAR-2502
2503	NA	chr1	87206705	87206754	50	*	ncAvAR-2503
2503	NA	chr1	87206324	87206696	373	*	ncAvAR-2503
2503	NA	chr1	87206254	87206319	66	*	ncAvAR-2503
2504	NA	chr15	95948313	95948389	77	*	ncAvAR-2504
2504	NA	chr15	95948411	95948498	88	*	ncAvAR-2504
2504	NA	chr15	95948500	95948699	200	*	ncAvAR-2504
2504	NA	chr15	95948700	95948810	111	*	ncAvAR-2504
2505	NA	chr3	60316365	60316464	100	*	ncAvAR-2505
2505	NA	chr3	60316107	60316363	257	*	ncAvAR-2505
2505	NA	chr3	60316029	60316106	78	*	ncAvAR-2505
2505	NA	chr3	60315997	60316028	32	*	ncAvAR-2505
2505	NA	chr3	60315982	60315996	15	*	ncAvAR-2505
2506	NA	chr18	74650473	74650518	46	*	ncAvAR-2506
2506	NA	chr18	74650463	74650472	10	*	ncAvAR-2506
2506	NA	chr18	74650362	74650452	91	*	ncAvAR-2506
2506	NA	chr18	74650352	74650361	10	*	ncAvAR-2506
2506	NA	chr18	74650313	74650351	39	*	ncAvAR-2506
2506	NA	chr18	74650255	74650312	58	*	ncAvAR-2506
2506	NA	chr18	74650215	74650234	20	*	ncAvAR-2506
2506	NA	chr18	74650168	74650214	47	*	ncAvAR-2506
2506	NA	chr18	74650148	74650167	20	*	ncAvAR-2506
2506	NA	chr18	74650120	74650147	28	*	ncAvAR-2506
2506	NA	chr18	74650044	74650118	75	*	ncAvAR-2506
2507	NA	chr2	18791558	18791569	12	*	ncAvAR-2507
2507	NA	chr2	18791571	18791619	49	*	ncAvAR-2507
2507	NA	chr2	18791620	18791642	23	*	ncAvAR-2507
2507	NA	chr2	18791644	18791647	4	*	ncAvAR-2507
2507	NA	chr2	18791648	18791654	7	*	ncAvAR-2507
2507	NA	chr2	18791655	18791670	16	*	ncAvAR-2507
2507	NA	chr2	18791675	18791704	30	*	ncAvAR-2507
2507	NA	chr2	18791712	18791734	23	*	ncAvAR-2507
2507	NA	chr2	18791735	18791746	12	*	ncAvAR-2507
2507	NA	chr2	18791751	18792058	308	*	ncAvAR-2507
2508	NA	chr6	155402823	155402834	12	*	ncAvAR-2508
2508	NA	chr6	155402835	155402977	143	*	ncAvAR-2508
2508	NA	chr6	155402978	155403012	35	*	ncAvAR-2508
2508	NA	chr6	155403014	155403040	27	*	ncAvAR-2508
2508	NA	chr6	155403041	155403234	194	*	ncAvAR-2508
2508	NA	chr6	155403235	155403242	8	*	ncAvAR-2508
2508	NA	chr6	155403243	155403277	35	*	ncAvAR-2508
2508	NA	chr6	155407050	155407073	24	*	ncAvAR-2508
2508	NA	chr6	155407077	155407083	7	*	ncAvAR-2508
2509	NA	chr8	59187253	59187266	14	*	ncAvAR-2509
2509	NA	chr8	59187268	59187277	10	*	ncAvAR-2509
2509	NA	chr8	59187281	59187314	34	*	ncAvAR-2509
2509	NA	chr8	59187316	59187508	193	*	ncAvAR-2509
2509	NA	chr8	59187509	59187665	157	*	ncAvAR-2509
2509	NA	chr8	59187666	59187733	68	*	ncAvAR-2509
2510	NA	chr5	174659633	174659641	9	*	ncAvAR-2510
2510	NA	chr5	174659642	174659754	113	*	ncAvAR-2510
2510	NA	chr5	174659755	174659941	187	*	ncAvAR-2510
2510	NA	chr5	174659942	174659968	27	*	ncAvAR-2510
2510	NA	chr5	174659972	174659995	24	*	ncAvAR-2510
2510	NA	chr5	174659997	174660008	12	*	ncAvAR-2510
2510	NA	chr5	174660009	174660078	70	*	ncAvAR-2510
2510	NA	chr5	174660080	174660108	29	*	ncAvAR-2510
2511	NA	chr3	28171580	28171598	19	*	ncAvAR-2511
2511	NA	chr3	28171600	28171619	20	*	ncAvAR-2511
2511	NA	chr3	28171622	28171645	24	*	ncAvAR-2511
2511	NA	chr3	28171648	28171704	57	*	ncAvAR-2511
2511	NA	chr3	28171705	28171726	22	*	ncAvAR-2511
2511	NA	chr3	28171727	28171751	25	*	ncAvAR-2511
2511	NA	chr3	28171755	28171789	35	*	ncAvAR-2511
2511	NA	chr3	28171791	28171864	74	*	ncAvAR-2511
2511	NA	chr3	28171865	28171915	51	*	ncAvAR-2511
2511	NA	chr3	28171918	28171937	20	*	ncAvAR-2511
2511	NA	chr3	28171939	28171995	57	*	ncAvAR-2511
2511	NA	chr3	28171997	28172027	31	*	ncAvAR-2511
2511	NA	chr3	28172029	28172076	48	*	ncAvAR-2511
2512	NA	chr18	78777533	78777575	43	*	ncAvAR-2512
2512	NA	chr18	78777466	78777528	63	*	ncAvAR-2512
2512	NA	chr18	78777370	78777465	96	*	ncAvAR-2512
2512	NA	chr18	78777352	78777369	18	*	ncAvAR-2512
2512	NA	chr18	78777339	78777351	13	*	ncAvAR-2512
2512	NA	chr18	78777252	78777332	81	*	ncAvAR-2512
2512	NA	chr18	78777223	78777250	28	*	ncAvAR-2512
2512	NA	chr18	78777090	78777221	132	*	ncAvAR-2512
2513	NA	chr2	44037165	44037216	52	*	ncAvAR-2513
2513	NA	chr2	44037222	44037275	54	*	ncAvAR-2513
2513	NA	chr2	44037277	44037286	10	*	ncAvAR-2513
2513	NA	chr2	44037288	44037417	130	*	ncAvAR-2513
2513	NA	chr2	44037418	44037612	195	*	ncAvAR-2513
2513	NA	chr2	44037637	44037644	8	*	ncAvAR-2513
2513	NA	chr2	44037664	44037700	37	*	ncAvAR-2513
2514	NA	chr12	71069104	71069104	1	*	ncAvAR-2514
2514	NA	chr12	71069105	71069265	161	*	ncAvAR-2514
2514	NA	chr12	71069267	71069302	36	*	ncAvAR-2514
2514	NA	chr12	71069304	71069364	61	*	ncAvAR-2514
2514	NA	chr12	71069365	71069369	5	*	ncAvAR-2514
2514	NA	chr12	71069370	71069423	54	*	ncAvAR-2514
2514	NA	chr12	71069424	71069460	37	*	ncAvAR-2514
2514	NA	chr12	71069461	71069501	41	*	ncAvAR-2514
2514	NA	chr12	71069502	71069538	37	*	ncAvAR-2514
2514	NA	chr12	71069539	71069556	18	*	ncAvAR-2514
2514	NA	chr12	71069557	71069574	18	*	ncAvAR-2514
2516	NA	chr10	15960656	15960714	59	*	ncAvAR-2516
2516	NA	chr10	15960387	15960654	268	*	ncAvAR-2516
2516	NA	chr10	15960225	15960381	157	*	ncAvAR-2516
2516	NA	chr10	15960212	15960222	11	*	ncAvAR-2516
2517	NA	chr5	167416212	167416247	36	*	ncAvAR-2517
2517	NA	chr5	167416199	167416211	13	*	ncAvAR-2517
2517	NA	chr5	167416155	167416198	44	*	ncAvAR-2517
2517	NA	chr5	167416125	167416151	27	*	ncAvAR-2517
2517	NA	chr5	167415795	167416124	330	*	ncAvAR-2517
2517	NA	chr5	167415758	167415794	37	*	ncAvAR-2517
2518	NA	chr8	76287281	76287292	12	*	ncAvAR-2518
2518	NA	chr8	76287293	76287298	6	*	ncAvAR-2518
2518	NA	chr8	76287299	76287337	39	*	ncAvAR-2518
2518	NA	chr8	76287338	76287372	35	*	ncAvAR-2518
2518	NA	chr8	76287373	76287457	85	*	ncAvAR-2518
2518	NA	chr8	76287458	76287487	30	*	ncAvAR-2518
2518	NA	chr8	76287488	76287491	4	*	ncAvAR-2518
2518	NA	chr8	76287492	76287511	20	*	ncAvAR-2518
2518	NA	chr8	76287512	76287525	14	*	ncAvAR-2518
2518	NA	chr8	76287531	76287555	25	*	ncAvAR-2518
2518	NA	chr8	76287558	76287578	21	*	ncAvAR-2518
2518	NA	chr8	76287579	76287593	15	*	ncAvAR-2518
2518	NA	chr8	76287594	76287614	21	*	ncAvAR-2518
2518	NA	chr8	76287615	76287649	35	*	ncAvAR-2518
2518	NA	chr8	76287650	76287671	22	*	ncAvAR-2518
2519	NA	chr1	213320489	213320628	140	*	ncAvAR-2519
2519	NA	chr1	213320156	213320484	329	*	ncAvAR-2519
2519	NA	chr1	213320144	213320154	11	*	ncAvAR-2519
2519	NA	chr1	213320140	213320141	2	*	ncAvAR-2519
2520	NA	chr3	18376584	18376611	28	*	ncAvAR-2520
2520	NA	chr3	18376614	18376652	39	*	ncAvAR-2520
2520	NA	chr3	18376654	18376772	119	*	ncAvAR-2520
2520	NA	chr3	18376773	18377025	253	*	ncAvAR-2520
2520	NA	chr3	18377026	18377081	56	*	ncAvAR-2520
2521	NA	chr21	16070956	16070998	43	*	ncAvAR-2521
2521	NA	chr21	16070999	16071064	66	*	ncAvAR-2521
2521	NA	chr21	16071066	16071100	35	*	ncAvAR-2521
2521	NA	chr21	16071109	16071214	106	*	ncAvAR-2521
2521	NA	chr21	16071217	16071357	141	*	ncAvAR-2521
2521	NA	chr21	16071358	16071450	93	*	ncAvAR-2521
2522	NA	chr13	52932278	52932287	10	*	ncAvAR-2522
2522	NA	chr13	52932206	52932277	72	*	ncAvAR-2522
2522	NA	chr13	52932085	52932205	121	*	ncAvAR-2522
2522	NA	chr13	52931953	52932083	131	*	ncAvAR-2522
2522	NA	chr13	52931792	52931952	161	*	ncAvAR-2522
2523	NA	chr18	74851379	74851394	16	*	ncAvAR-2523
2523	NA	chr18	74851329	74851378	50	*	ncAvAR-2523
2523	NA	chr18	74851254	74851327	74	*	ncAvAR-2523
2523	NA	chr18	74851233	74851253	21	*	ncAvAR-2523
2523	NA	chr18	74851180	74851232	53	*	ncAvAR-2523
2523	NA	chr18	74851074	74851179	106	*	ncAvAR-2523
2523	NA	chr18	74851062	74851073	12	*	ncAvAR-2523
2523	NA	chr18	74850990	74851061	72	*	ncAvAR-2523
2523	NA	chr18	74850971	74850989	19	*	ncAvAR-2523
2523	NA	chr18	74850961	74850970	10	*	ncAvAR-2523
2524	NA	chr15	35750053	35750099	47	*	ncAvAR-2524
2524	NA	chr15	35750045	35750052	8	*	ncAvAR-2524
2524	NA	chr15	35749785	35750044	260	*	ncAvAR-2524
2524	NA	chr15	35749722	35749783	62	*	ncAvAR-2524
2524	NA	chr15	35749708	35749721	14	*	ncAvAR-2524
2524	NA	chr15	35749699	35749707	9	*	ncAvAR-2524
2524	NA	chr15	35749638	35749698	61	*	ncAvAR-2524
2524	NA	chr15	35749629	35749635	7	*	ncAvAR-2524
2524	NA	chr15	35749627	35749628	2	*	ncAvAR-2524
2525	NA	chr4	183322922	183322956	35	*	ncAvAR-2525
2525	NA	chr4	183322901	183322918	18	*	ncAvAR-2525
2525	NA	chr4	183322682	183322900	219	*	ncAvAR-2525
2525	NA	chr4	183322666	183322680	15	*	ncAvAR-2525
2525	NA	chr4	183322616	183322665	50	*	ncAvAR-2525
2525	NA	chr4	183322480	183322614	135	*	ncAvAR-2525
2526	NA	chr8	92358744	92358937	194	*	ncAvAR-2526
2526	NA	chr8	92358938	92359020	83	*	ncAvAR-2526
2526	NA	chr8	92359021	92359097	77	*	ncAvAR-2526
2526	NA	chr8	92359110	92359115	6	*	ncAvAR-2526
2526	NA	chr8	92359121	92359136	16	*	ncAvAR-2526
2526	NA	chr8	92359138	92359150	13	*	ncAvAR-2526
2526	NA	chr8	92359152	92359262	111	*	ncAvAR-2526
2527	NA	chr2	146229774	146229835	62	*	ncAvAR-2527
2527	NA	chr2	146229840	146230133	294	*	ncAvAR-2527
2527	NA	chr2	146230134	146230151	18	*	ncAvAR-2527
2527	NA	chr2	146230152	146230172	21	*	ncAvAR-2527
2527	NA	chr2	146230180	146230221	42	*	ncAvAR-2527
2528	NA	chr14	96740759	96740771	13	*	ncAvAR-2528
2528	NA	chr14	96740772	96740785	14	*	ncAvAR-2528
2528	NA	chr14	96740787	96740838	52	*	ncAvAR-2528
2528	NA	chr14	96740839	96740856	18	*	ncAvAR-2528
2528	NA	chr14	96740857	96740882	26	*	ncAvAR-2528
2528	NA	chr14	96740883	96740892	10	*	ncAvAR-2528
2528	NA	chr14	96740904	96740928	25	*	ncAvAR-2528
2528	NA	chr14	96740929	96740988	60	*	ncAvAR-2528
2528	NA	chr14	96740990	96741023	34	*	ncAvAR-2528
2528	NA	chr14	96741024	96741095	72	*	ncAvAR-2528
2528	NA	chr14	96741099	96741129	31	*	ncAvAR-2528
2528	NA	chr14	96741138	96741161	24	*	ncAvAR-2528
2529	NA	chr5	167906153	167906166	14	*	ncAvAR-2529
2529	NA	chr5	167906124	167906152	29	*	ncAvAR-2529
2529	NA	chr5	167905693	167906122	430	*	ncAvAR-2529
2529	NA	chr5	167905668	167905688	21	*	ncAvAR-2529
2529	NA	chr5	167905656	167905661	6	*	ncAvAR-2529
2530	NA	chr1	215920392	215920406	15	*	ncAvAR-2530
2530	NA	chr1	215920381	215920390	10	*	ncAvAR-2530
2530	NA	chr1	215920353	215920378	26	*	ncAvAR-2530
2530	NA	chr1	215920345	215920352	8	*	ncAvAR-2530
2530	NA	chr1	215920139	215920343	205	*	ncAvAR-2530
2530	NA	chr1	215919943	215920138	196	*	ncAvAR-2530
2530	NA	chr1	215919902	215919941	40	*	ncAvAR-2530
2531	NA	chr10	75722093	75722490	398	*	ncAvAR-2531
2531	NA	chr10	75722045	75722091	47	*	ncAvAR-2531
2532	NA	chr1	61254832	61255131	300	*	ncAvAR-2532
2532	NA	chr1	61255132	61255168	37	*	ncAvAR-2532
2532	NA	chr1	61255208	61255258	51	*	ncAvAR-2532
2532	NA	chr1	61255259	61255295	37	*	ncAvAR-2532
2532	NA	chr1	61255296	61255300	5	*	ncAvAR-2532
2532	NA	chr1	61255301	61255320	20	*	ncAvAR-2532
2532	NA	chr1	61255324	61255326	3	*	ncAvAR-2532
2532	NA	chr1	61255330	61255352	23	*	ncAvAR-2532
2532	NA	chr1	61255353	61255365	13	*	ncAvAR-2532
2533	NA	chr10	24590571	24590610	40	*	ncAvAR-2533
2533	NA	chr10	24590501	24590570	70	*	ncAvAR-2533
2533	NA	chr10	24590485	24590499	15	*	ncAvAR-2533
2533	NA	chr10	24590331	24590484	154	*	ncAvAR-2533
2533	NA	chr10	24590268	24590330	63	*	ncAvAR-2533
2533	NA	chr10	24590173	24590266	94	*	ncAvAR-2533
2533	NA	chr10	24590159	24590171	13	*	ncAvAR-2533
2533	NA	chr10	24590110	24590158	49	*	ncAvAR-2533
2534	NA	chr18	25605125	25605369	245	*	ncAvAR-2534
2534	NA	chr18	25605370	25605509	140	*	ncAvAR-2534
2534	NA	chr18	25605510	25605523	14	*	ncAvAR-2534
2534	NA	chr18	25605524	25605570	47	*	ncAvAR-2534
2534	NA	chr18	25605571	25605593	23	*	ncAvAR-2534
2534	NA	chr18	25605603	25605616	14	*	ncAvAR-2534
2534	NA	chr18	25605620	25605634	15	*	ncAvAR-2534
2535	NA	chr2	104813587	104813613	27	*	ncAvAR-2535
2535	NA	chr2	104813614	104813656	43	*	ncAvAR-2535
2535	NA	chr2	104813658	104813672	15	*	ncAvAR-2535
2535	NA	chr2	104813674	104813749	76	*	ncAvAR-2535
2535	NA	chr2	104813753	104813763	11	*	ncAvAR-2535
2535	NA	chr2	104813765	104813783	19	*	ncAvAR-2535
2535	NA	chr2	104813784	104813859	76	*	ncAvAR-2535
2535	NA	chr2	104813861	104813870	10	*	ncAvAR-2535
2535	NA	chr2	104813880	104813961	82	*	ncAvAR-2535
2535	NA	chr2	104813978	104813985	8	*	ncAvAR-2535
2535	NA	chr2	104814000	104814052	53	*	ncAvAR-2535
2535	NA	chr2	104814053	104814065	13	*	ncAvAR-2535
2535	NA	chr2	104814066	104814089	24	*	ncAvAR-2535
2535	NA	chr2	104814090	104814117	28	*	ncAvAR-2535
2536	NA	chr7	41685010	41685036	27	*	ncAvAR-2536
2536	NA	chr7	41685037	41685065	29	*	ncAvAR-2536
2536	NA	chr7	41685067	41685087	21	*	ncAvAR-2536
2536	NA	chr7	41685096	41685112	17	*	ncAvAR-2536
2536	NA	chr7	41685118	41685134	17	*	ncAvAR-2536
2536	NA	chr7	41685136	41685326	191	*	ncAvAR-2536
2536	NA	chr7	41685327	41685460	134	*	ncAvAR-2536
2536	NA	chr7	41685495	41685542	48	*	ncAvAR-2536
2536	NA	chr7	41685544	41685564	21	*	ncAvAR-2536
2537	NA	chr12	103302304	103302359	56	*	ncAvAR-2537
2537	NA	chr12	103302185	103302301	117	*	ncAvAR-2537
2537	NA	chr12	103301836	103302169	334	*	ncAvAR-2537
2538	NA	chr14	98162875	98163067	193	*	ncAvAR-2538
2538	NA	chr14	98163068	98163102	35	*	ncAvAR-2538
2538	NA	chr14	98163106	98163307	202	*	ncAvAR-2538
2538	NA	chr14	98163308	98163362	55	*	ncAvAR-2538
2538	NA	chr14	98163363	98163376	14	*	ncAvAR-2538
2539	NA	chr5	2894271	2894279	9	*	ncAvAR-2539
2539	NA	chr5	2894280	2894308	29	*	ncAvAR-2539
2539	NA	chr5	2894309	2894688	380	*	ncAvAR-2539
2539	NA	chr5	2894689	2894706	18	*	ncAvAR-2539
2539	NA	chr5	2894708	2894765	58	*	ncAvAR-2539
2540	NA	chr2	60069219	60069287	69	*	ncAvAR-2540
2540	NA	chr2	60069288	60069538	251	*	ncAvAR-2540
2540	NA	chr2	60069540	60069563	24	*	ncAvAR-2540
2541	NA	chr21	43030419	43030439	21	*	ncAvAR-2541
2541	NA	chr21	43030441	43030461	21	*	ncAvAR-2541
2541	NA	chr21	43030462	43030477	16	*	ncAvAR-2541
2541	NA	chr21	43030478	43030523	46	*	ncAvAR-2541
2541	NA	chr21	43030524	43030542	19	*	ncAvAR-2541
2541	NA	chr21	43030543	43030566	24	*	ncAvAR-2541
2541	NA	chr21	43030567	43030578	12	*	ncAvAR-2541
2541	NA	chr21	43030583	43030639	57	*	ncAvAR-2541
2541	NA	chr21	43030640	43030650	11	*	ncAvAR-2541
2541	NA	chr21	43030659	43030701	43	*	ncAvAR-2541
2541	NA	chr21	43030704	43030728	25	*	ncAvAR-2541
2541	NA	chr21	43030729	43030744	16	*	ncAvAR-2541
2541	NA	chr21	43030745	43030769	25	*	ncAvAR-2541
2541	NA	chr21	43030771	43030779	9	*	ncAvAR-2541
2541	NA	chr21	43030786	43030807	22	*	ncAvAR-2541
2541	NA	chr21	43030808	43030839	32	*	ncAvAR-2541
2541	NA	chr21	43030845	43030855	11	*	ncAvAR-2541
2541	NA	chr21	43030858	43030882	25	*	ncAvAR-2541
2541	NA	chr21	43030883	43030891	9	*	ncAvAR-2541
2543	NA	chr2	58655115	58655143	29	*	ncAvAR-2543
2543	NA	chr2	58655144	58655206	63	*	ncAvAR-2543
2543	NA	chr2	58655207	58655568	362	*	ncAvAR-2543
2543	NA	chr2	58655569	58655619	51	*	ncAvAR-2543
2544	NA	chr6	21040361	21040397	37	*	ncAvAR-2544
2544	NA	chr6	21040344	21040358	15	*	ncAvAR-2544
2544	NA	chr6	21040325	21040343	19	*	ncAvAR-2544
2544	NA	chr6	21040150	21040324	175	*	ncAvAR-2544
2544	NA	chr6	21040093	21040149	57	*	ncAvAR-2544
2544	NA	chr6	21039943	21040091	149	*	ncAvAR-2544
2544	NA	chr6	21039875	21039919	45	*	ncAvAR-2544
2545	NA	chr13	100351140	100351158	19	*	ncAvAR-2545
2545	NA	chr13	100350962	100351139	178	*	ncAvAR-2545
2545	NA	chr13	100350652	100350960	309	*	ncAvAR-2545
2546	NA	chr3	71309437	71309453	17	*	ncAvAR-2546
2546	NA	chr3	71309454	71309578	125	*	ncAvAR-2546
2546	NA	chr3	71309579	71309687	109	*	ncAvAR-2546
2546	NA	chr3	71309688	71309720	33	*	ncAvAR-2546
2546	NA	chr3	71309721	71309747	27	*	ncAvAR-2546
2546	NA	chr3	71309748	71309772	25	*	ncAvAR-2546
2546	NA	chr3	71309777	71309832	56	*	ncAvAR-2546
2546	NA	chr3	71309833	71309850	18	*	ncAvAR-2546
2546	NA	chr3	71309851	71309876	26	*	ncAvAR-2546
2546	NA	chr3	71309877	71309927	51	*	ncAvAR-2546
2547	NA	chrX	148541966	148541982	17	*	ncAvAR-2547
2547	NA	chrX	148541947	148541965	19	*	ncAvAR-2547
2547	NA	chrX	148541780	148541790	11	*	ncAvAR-2547
2547	NA	chrX	148541646	148541779	134	*	ncAvAR-2547
2547	NA	chrX	148541629	148541641	13	*	ncAvAR-2547
2547	NA	chrX	148541449	148541628	180	*	ncAvAR-2547
2547	NA	chrX	148541390	148541447	58	*	ncAvAR-2547
2547	NA	chrX	148541355	148541388	34	*	ncAvAR-2547
2547	NA	chrX	148541319	148541350	32	*	ncAvAR-2547
2548	NA	chr14	97619951	97620082	132	*	ncAvAR-2548
2548	NA	chr14	97620083	97620170	88	*	ncAvAR-2548
2548	NA	chr14	97620175	97620264	90	*	ncAvAR-2548
2548	NA	chr14	97620293	97620399	107	*	ncAvAR-2548
2548	NA	chr14	97620400	97620414	15	*	ncAvAR-2548
2548	NA	chr14	97620415	97620427	13	*	ncAvAR-2548
2548	NA	chr14	97620432	97620491	60	*	ncAvAR-2548
2549	NA	chr10	118951063	118951113	51	*	ncAvAR-2549
2549	NA	chr10	118951118	118951133	16	*	ncAvAR-2549
2549	NA	chr10	118951134	118951185	52	*	ncAvAR-2549
2549	NA	chr10	118951186	118951225	40	*	ncAvAR-2549
2549	NA	chr10	118951228	118951240	13	*	ncAvAR-2549
2549	NA	chr10	118951244	118951293	50	*	ncAvAR-2549
2549	NA	chr10	118951313	118951568	256	*	ncAvAR-2549
2549	NA	chr10	118951570	118951601	32	*	ncAvAR-2549
2550	NA	chr13	99799043	99799079	37	*	ncAvAR-2550
2550	NA	chr13	99799003	99799042	40	*	ncAvAR-2550
2550	NA	chr13	99798860	99798999	140	*	ncAvAR-2550
2550	NA	chr13	99798847	99798859	13	*	ncAvAR-2550
2550	NA	chr13	99798819	99798845	27	*	ncAvAR-2550
2550	NA	chr13	99798765	99798818	54	*	ncAvAR-2550
2550	NA	chr13	99798730	99798763	34	*	ncAvAR-2550
2550	NA	chr13	99798588	99798728	141	*	ncAvAR-2550
2551	NA	chr17	14856130	14856154	25	*	ncAvAR-2551
2551	NA	chr17	14856159	14856281	123	*	ncAvAR-2551
2551	NA	chr17	14856282	14856534	253	*	ncAvAR-2551
2551	NA	chr17	14856535	14856548	14	*	ncAvAR-2551
2551	NA	chr17	14856550	14856630	81	*	ncAvAR-2551
2551	NA	chr17	14856637	14856645	9	*	ncAvAR-2551
2552	NA	chr8	71436363	71436374	12	*	ncAvAR-2552
2552	NA	chr8	71436375	71436400	26	*	ncAvAR-2552
2552	NA	chr8	71436401	71436408	8	*	ncAvAR-2552
2552	NA	chr8	71436409	71436448	40	*	ncAvAR-2552
2552	NA	chr8	71436449	71436461	13	*	ncAvAR-2552
2552	NA	chr8	71436462	71436862	401	*	ncAvAR-2552
2552	NA	chr8	71436866	71436870	5	*	ncAvAR-2552
2553	NA	chr4	112386756	112386838	83	*	ncAvAR-2553
2553	NA	chr4	112386606	112386753	148	*	ncAvAR-2553
2553	NA	chr4	112386325	112386605	281	*	ncAvAR-2553
2554	NA	chr3	182081313	182081347	35	*	ncAvAR-2554
2554	NA	chr3	182081292	182081311	20	*	ncAvAR-2554
2554	NA	chr3	182081204	182081291	88	*	ncAvAR-2554
2554	NA	chr3	182081193	182081203	11	*	ncAvAR-2554
2554	NA	chr3	182081101	182081192	92	*	ncAvAR-2554
2554	NA	chr3	182081010	182081100	91	*	ncAvAR-2554
2554	NA	chr3	182080926	182081009	84	*	ncAvAR-2554
2554	NA	chr3	182080890	182080925	36	*	ncAvAR-2554
2554	NA	chr3	182080858	182080889	32	*	ncAvAR-2554
2555	NA	chr13	71770814	71771169	356	*	ncAvAR-2555
2555	NA	chr13	71770780	71770813	34	*	ncAvAR-2555
2555	NA	chr13	71770770	71770778	9	*	ncAvAR-2555
2555	NA	chr13	71770751	71770768	18	*	ncAvAR-2555
2555	NA	chr13	71770699	71770750	52	*	ncAvAR-2555
2555	NA	chr13	71770686	71770694	9	*	ncAvAR-2555
2556	NA	chr6	50520741	50520752	12	*	ncAvAR-2556
2556	NA	chr6	50520696	50520739	44	*	ncAvAR-2556
2556	NA	chr6	50520551	50520694	144	*	ncAvAR-2556
2556	NA	chr6	50520304	50520550	247	*	ncAvAR-2556
2557	NA	chrX	1035390	1035436	47	*	ncAvAR-2557
2557	NA	chrX	1035331	1035356	26	*	ncAvAR-2557
2557	NA	chrX	1035315	1035330	16	*	ncAvAR-2557
2557	NA	chrX	1035309	1035314	6	*	ncAvAR-2557
2557	NA	chrX	1035294	1035308	15	*	ncAvAR-2557
2557	NA	chrX	1035283	1035291	9	*	ncAvAR-2557
2557	NA	chrX	1035267	1035280	14	*	ncAvAR-2557
2557	NA	chrX	1035246	1035264	19	*	ncAvAR-2557
2557	NA	chrX	1035238	1035245	8	*	ncAvAR-2557
2557	NA	chrX	1035211	1035237	27	*	ncAvAR-2557
2557	NA	chrX	1034991	1035209	219	*	ncAvAR-2557
2558	NA	chr15	83323180	83323229	50	*	ncAvAR-2558
2558	NA	chr15	83323230	83323394	165	*	ncAvAR-2558
2558	NA	chr15	83323395	83323615	221	*	ncAvAR-2558
2558	NA	chr15	83323616	83323670	55	*	ncAvAR-2558
2558	NA	chr15	83323674	83323691	18	*	ncAvAR-2558
2559	NA	chr3	182500723	182500794	72	*	ncAvAR-2559
2559	NA	chr3	182500692	182500722	31	*	ncAvAR-2559
2559	NA	chr3	182500530	182500680	151	*	ncAvAR-2559
2559	NA	chr3	182500364	182500521	158	*	ncAvAR-2559
2559	NA	chr3	182500320	182500363	44	*	ncAvAR-2559
2559	NA	chr3	182500297	182500319	23	*	ncAvAR-2559
2559	NA	chr3	182500256	182500296	41	*	ncAvAR-2559
2560	NA	chr15	96087214	96087214	1	*	ncAvAR-2560
2560	NA	chr15	96087215	96087318	104	*	ncAvAR-2560
2560	NA	chr15	96087319	96087343	25	*	ncAvAR-2560
2560	NA	chr15	96087344	96087637	294	*	ncAvAR-2560
2560	NA	chr15	96087639	96087689	51	*	ncAvAR-2560
2560	NA	chr15	96087690	96087732	43	*	ncAvAR-2560
2561	NA	chr16	80600187	80600188	2	*	ncAvAR-2561
2561	NA	chr16	80600113	80600186	74	*	ncAvAR-2561
2561	NA	chr16	80600092	80600112	21	*	ncAvAR-2561
2561	NA	chr16	80600079	80600091	13	*	ncAvAR-2561
2561	NA	chr16	80600052	80600077	26	*	ncAvAR-2561
2561	NA	chr16	80600021	80600050	30	*	ncAvAR-2561
2561	NA	chr16	80599972	80600012	41	*	ncAvAR-2561
2561	NA	chr16	80599799	80599811	13	*	ncAvAR-2561
2561	NA	chr16	80599789	80599795	7	*	ncAvAR-2561
2561	NA	chr16	80599749	80599770	22	*	ncAvAR-2561
2561	NA	chr16	80599725	80599748	24	*	ncAvAR-2561
2561	NA	chr16	80599700	80599724	25	*	ncAvAR-2561
2561	NA	chr16	80599630	80599699	70	*	ncAvAR-2561
2561	NA	chr16	80599582	80599624	43	*	ncAvAR-2561
2561	NA	chr16	80599531	80599581	51	*	ncAvAR-2561
2561	NA	chr16	80598963	80598978	16	*	ncAvAR-2561
2562	NA	chr4	181692255	181692280	26	*	ncAvAR-2562
2562	NA	chr4	181691853	181692254	402	*	ncAvAR-2562
