seqnames	start	end	element_accelerated_ranking_name	cluster
chr5	37133850	37134414	ncAvAR-1761	1012
chr3	59580330	59580612	ncAvAR-1762	729
chr1	82109069	82109351	ncAvAR-1763	129
chr1	65545028	65545310	ncAvAR-1764	113
chr2	64054537	64055103	ncAvAR-1765	482
chr1	66427024	66427590	ncAvAR-1766	118
chr5	47408330	47408613	ncAvAR-1767	1035
chr5	47751849	47752132	ncAvAR-1768	1038
chr6	27939031	27939314	ncAvAR-1769	1093
chr9	5926600	5926883	ncAvAR-1770	1271
chr13	11584079	11584362	ncAvAR-1771	1436
chr2	8646443	8646726	ncAvAR-1772	348
chr24	3422701	3422984	ncAvAR-1773	1536
chr1	158213427	158213995	ncAvAR-1774	280
chr3	95507975	95508259	ncAvAR-1775	784
chr3	107841408	107841692	ncAvAR-1776	815
chr2	80876684	80876968	ncAvAR-1777	499
chr3	50941408	50941692	ncAvAR-1778	713
chr1	100163981	100164551	ncAvAR-1779	175
chr5	32175935	32176220	ncAvAR-1780	992
chr6	28149803	28150088	ncAvAR-1781	1094
chr1	99518406	99518691	ncAvAR-1782	172
chr2	27114461	27114746	ncAvAR-1783	392
chr2	32607304	32607589	ncAvAR-1784	413
chr2	134931150	134931435	ncAvAR-1785	601
chr3	23364788	23365360	ncAvAR-1786	672
chr12	10551217	10551503	ncAvAR-1787	1396
chr2	32617233	32617519	ncAvAR-1788	413
chr2	63764732	63765018	ncAvAR-1789	479
chr3	14027802	14028088	ncAvAR-1790	646
chr8	17890006	17890292	ncAvAR-1791	1219
chr4	697371	697658	ncAvAR-1792	825
chr1	79383631	79384206	ncAvAR-1793	124
chr6	21746676	21746963	ncAvAR-1794	1083
chr8	23414270	23414557	ncAvAR-1795	1242
chr1	41980449	41980736	ncAvAR-1796	70
chr20	11034709	11034996	ncAvAR-1797	1509
chr5	47361952	47362528	ncAvAR-1798	1035
chr9	4346826	4347114	ncAvAR-1799	1269
chr2	98883268	98883556	ncAvAR-1800	529
chr2	108330378	108330666	ncAvAR-1801	546
chr3	27803370	27803658	ncAvAR-1802	683
chr6	27719137	27719715	ncAvAR-1803	1091
chr11	8912350	8912928	ncAvAR-1804	1352
chr3	108465829	108466118	ncAvAR-1805	820
chr1	82162645	82162934	ncAvAR-1806	130
chr5	8002377	8002666	ncAvAR-1807	944
chr7	3651410	3651699	ncAvAR-1808	1116
chr7	20323890	20324179	ncAvAR-1809	1150
chr2	91354472	91354761	ncAvAR-1810	524
chr20	4508035	4508324	ncAvAR-1811	1495
chr24	2116502	2116791	ncAvAR-1812	1532
chr3	32802889	32803178	ncAvAR-1813	692
chr5	55897414	55897994	ncAvAR-1814	1059
chr1	83365387	83365677	ncAvAR-1815	141
chr11	5685627	5685917	ncAvAR-1816	1340
chr1	3785995	3786285	ncAvAR-1817	3
chr1	166424094	166424676	ncAvAR-1818	293
chr3	103762191	103762482	ncAvAR-1819	808
chr11	17521839	17522130	ncAvAR-1820	1374
chr2	27292176	27292467	ncAvAR-1821	393
chr2	50726431	50727015	ncAvAR-1822	451
chr3	93398104	93398396	ncAvAR-1823	778
chr5	35169555	35169847	ncAvAR-1824	999
chr6	35109852	35110144	ncAvAR-1825	1112
chr2	7549080	7549372	ncAvAR-1826	342
chr2	106691090	106691382	ncAvAR-1827	542
chr3	47624783	47625075	ncAvAR-1828	708
chr9	1776442	1776735	ncAvAR-1829	1266
chr2	90998131	90998718	ncAvAR-1830	522
chr2	129985211	129985504	ncAvAR-1831	594
chr5	11150619	11150913	ncAvAR-1832	954
chr10	16570808	16571102	ncAvAR-1833	1316
chr2	32411674	32411968	ncAvAR-1834	411
chr2	106781866	106782455	ncAvAR-1835	542
chr5	13705942	13706237	ncAvAR-1836	961
chr6	23854419	23854714	ncAvAR-1837	1087
chr7	320596	320891	ncAvAR-1838	1114
chr7	15898198	15898493	ncAvAR-1839	1137
chr8	22984441	22984736	ncAvAR-1840	1237
chr2	32039729	32040320	ncAvAR-1841	410
chr2	91555721	91556016	ncAvAR-1842	524
chr2	112209746	112210041	ncAvAR-1843	553
chr2	132147451	132147746	ncAvAR-1844	599
chr3	15043908	15044203	ncAvAR-1845	647
chr1	177467859	177468451	ncAvAR-1846	310
chr5	36679232	36679528	ncAvAR-1847	1008
chr1	107417404	107417700	ncAvAR-1848	184
chr1	179618588	179618884	ncAvAR-1849	313
chr2	32403935	32404528	ncAvAR-1850	411
chr24	2374627	2374923	ncAvAR-1851	1534
chr1	136175360	136175954	ncAvAR-1852	230
chr5	7235309	7235606	ncAvAR-1853	943
chr2	14521662	14521959	ncAvAR-1854	368
chr2	91549825	91550420	ncAvAR-1855	524
chr20	4551610	4551907	ncAvAR-1856	1495
chr5	31180217	31180814	ncAvAR-1857	986
chr2	114625403	114625701	ncAvAR-1858	561
chr3	108072382	108072980	ncAvAR-1859	817
chr5	31355856	31356155	ncAvAR-1860	987
chr2	9296384	9296683	ncAvAR-1861	352
chr26	4467996	4468295	ncAvAR-1862	1539
chr1	63883338	63883937	ncAvAR-1863	111
chr1	145855758	145856358	ncAvAR-1864	251
chr4	18344666	18344966	ncAvAR-1865	852
chr6	27840436	27840736	ncAvAR-1866	1092
chr8	21043656	21043956	ncAvAR-1867	1228
chr11	19387872	19388172	ncAvAR-1868	1380
chr17	10174200	10174500	ncAvAR-1869	1472
chr2	90923112	90923412	ncAvAR-1870	521
chr3	25775400	25775700	ncAvAR-1871	677
chr5	38995341	38995943	ncAvAR-1872	1018
chr7	33358015	33358316	ncAvAR-1873	1184
chr1	168368958	168369259	ncAvAR-1874	299
chr1	190409668	190409969	ncAvAR-1875	325
chr11	8861193	8861796	ncAvAR-1876	1351
chr12	9654892	9655495	ncAvAR-1877	1393
chr2	60943973	60944274	ncAvAR-1878	470
chr2	68851151	68851452	ncAvAR-1879	495
chr2	91333096	91333397	ncAvAR-1880	524
chr2	125331166	125331467	ncAvAR-1881	582
chr3	11398388	11398689	ncAvAR-1882	639
chr3	11457108	11457409	ncAvAR-1883	639
chr1	154735073	154735677	ncAvAR-1884	268
chr2	49685375	49685677	ncAvAR-1885	446
chr12	16142406	16143012	ncAvAR-1886	1411
chr9	12470077	12470380	ncAvAR-1887	1279
chr1	52162865	52163168	ncAvAR-1888	90
chr2	139670172	139670475	ncAvAR-1889	609
chr7	16353715	16354019	ncAvAR-1890	1141
chr2	119183074	119183378	ncAvAR-1891	569
chr2	130361619	130361923	ncAvAR-1892	598
chr3	1699280	1699584	ncAvAR-1893	625
chr3	20613747	20614051	ncAvAR-1894	664
chr1	25699166	25700081	ncAvAR-1895	41
chr7	17435549	17436159	ncAvAR-1896	1146
chr6	32602452	32602757	ncAvAR-1897	1104
chr9	11950945	11951250	ncAvAR-1898	1276
chr11	19561007	19561312	ncAvAR-1899	1381
chr2	61829899	61830204	ncAvAR-1900	471
chr2	103696876	103697181	ncAvAR-1901	533
chr20	8516687	8516992	ncAvAR-1902	1506
chr12	7798779	7799085	ncAvAR-1903	1388
chr2	108187774	108188080	ncAvAR-1904	545
chr1	82535931	82536238	ncAvAR-1905	134
chr5	10842079	10842386	ncAvAR-1906	952
chr6	33326825	33327132	ncAvAR-1907	1105
chr3	20703368	20703675	ncAvAR-1908	665
chr4	7245322	7245938	ncAvAR-1909	835
chr14	2884002	2884311	ncAvAR-1910	1450
chr2	35059566	35059875	ncAvAR-1911	421
chr2	107794476	107794785	ncAvAR-1912	544
chr2	119685724	119686033	ncAvAR-1913	572
chr4	45018962	45019272	ncAvAR-1914	892
chr4	45112738	45113048	ncAvAR-1915	893
chr7	3370652	3370962	ncAvAR-1916	1115
chr1	131060184	131060495	ncAvAR-1917	217
chr1	158523054	158523365	ncAvAR-1918	282
chr10	5225547	5225858	ncAvAR-1919	1300
chr2	67191947	67192258	ncAvAR-1920	489
chr24	2002815	2003126	ncAvAR-1921	1531
chr3	21389095	21389406	ncAvAR-1922	667
chr10	15637633	15638257	ncAvAR-1923	1310
chr8	22042713	22043025	ncAvAR-1924	1231
chr8	27350673	27350985	ncAvAR-1925	1257
chr2	35107224	35107536	ncAvAR-1926	421
chr2	143577902	143578214	ncAvAR-1927	611
chr3	71858376	71858689	ncAvAR-1928	753
chr4	53418177	53418490	ncAvAR-1929	897
chr5	56060495	56060808	ncAvAR-1930	1060
chr12	12790136	12790449	ncAvAR-1931	1402
chr2	28236630	28236943	ncAvAR-1932	397
chr20	4794631	4794944	ncAvAR-1933	1498
chr1	60044951	60045264	ncAvAR-1934	100
chr3	36484859	36485172	ncAvAR-1935	697
chr3	101151502	101151816	ncAvAR-1936	799
chr4	8309983	8310297	ncAvAR-1937	837
chr1	9193494	9194123	ncAvAR-1938	19
chr1	83383418	83383732	ncAvAR-1939	141
chr5	2269745	2270059	ncAvAR-1940	933
chr6	9090062	9090691	ncAvAR-1941	1066
chr1	145790042	145790356	ncAvAR-1942	251
chr1	154695202	154695516	ncAvAR-1943	268
chr1	175300013	175300327	ncAvAR-1944	307
chr3	75408346	75408661	ncAvAR-1945	762
chr1	82914090	82914405	ncAvAR-1946	137
chr5	36677608	36677923	ncAvAR-1947	1008
chr8	23325426	23325741	ncAvAR-1948	1241
chr11	6133572	6134203	ncAvAR-1949	1343
chr2	32293554	32293869	ncAvAR-1950	411
chr3	19857278	19857593	ncAvAR-1951	659
chr3	20093725	20094040	ncAvAR-1952	661
chr4	43438152	43438468	ncAvAR-1953	890
chr5	36601863	36602179	ncAvAR-1954	1008
chr6	27798216	27798532	ncAvAR-1955	1092
chr2	27601357	27601673	ncAvAR-1956	395
chr2	114399125	114399441	ncAvAR-1957	560
chr3	21443639	21444272	ncAvAR-1958	667
chr8	22504064	22504381	ncAvAR-1959	1234
chr1	192038796	192039113	ncAvAR-1960	329
chr11	17353600	17353917	ncAvAR-1961	1373
chr11	19360990	19361307	ncAvAR-1962	1380
chr2	110426443	110426760	ncAvAR-1963	552
chr2	17141322	17141640	ncAvAR-1964	377
chr1	66020927	66021245	ncAvAR-1965	116
chr4	32058235	32058554	ncAvAR-1966	868
chr7	17971580	17972539	ncAvAR-1967	1148
chr7	18296591	18296910	ncAvAR-1968	1149
chr13	4105507	4105826	ncAvAR-1969	1425
chr7	20282104	20282424	ncAvAR-1970	1150
chr1	155072703	155073023	ncAvAR-1971	272
chr1	46263575	46263895	ncAvAR-1972	74
chr2	34798026	34798346	ncAvAR-1973	419
chr2	125591792	125592112	ncAvAR-1974	583
chr24	3286193	3286513	ncAvAR-1975	1535
chr4	44984372	44984693	ncAvAR-1976	892
chr4	85134852	85135173	ncAvAR-1977	930
chr2	8899621	8900264	ncAvAR-1978	349
chr3	21603235	21603556	ncAvAR-1979	667
chr1	137886350	137886672	ncAvAR-1980	234
chr11	14299610	14299932	ncAvAR-1981	1365
chr18	2923430	2923752	ncAvAR-1982	1474
chr5	31329033	31329356	ncAvAR-1983	987
chr12	16033140	16033463	ncAvAR-1984	1410
chr2	9357037	9357360	ncAvAR-1985	353
chr1	50111841	50112164	ncAvAR-1986	84
chr5	45963877	45964201	ncAvAR-1987	1029
chr8	12854035	12854359	ncAvAR-1988	1207
chr1	166568675	166568999	ncAvAR-1989	294
chr2	30249124	30249448	ncAvAR-1990	403
chr2	108400900	108401224	ncAvAR-1991	547
chr3	21366488	21366812	ncAvAR-1992	667
chr2	35233081	35233731	ncAvAR-1993	421
chr5	35815548	35816199	ncAvAR-1994	1004
chr7	21604959	21605284	ncAvAR-1995	1156
chr2	135389252	135389577	ncAvAR-1996	603
chr24	2121065	2121390	ncAvAR-1997	1532
chr5	5225863	5226189	ncAvAR-1998	937
chr6	19541704	19542030	ncAvAR-1999	1081
chr7	10608073	10608399	ncAvAR-2000	1127
chr8	22069861	22070187	ncAvAR-2001	1231
chr11	9458155	9458481	ncAvAR-2002	1356
chr1	4867212	4867538	ncAvAR-2003	6
chr2	57525701	57526027	ncAvAR-2004	461
chr2	107243711	107244037	ncAvAR-2005	543
chr2	124978138	124978464	ncAvAR-2006	578
chr5	8203878	8204205	ncAvAR-2007	945
chr8	27096203	27096530	ncAvAR-2008	1255
chr1	136039007	136039334	ncAvAR-2009	229
chr10	11826509	11826836	ncAvAR-2010	1303
chr10	15691864	15692191	ncAvAR-2011	1310
chr2	96627158	96627485	ncAvAR-2012	527
chr4	65559369	65559697	ncAvAR-2013	906
chr2	43504249	43504577	ncAvAR-2014	437
chr2	89730128	89730456	ncAvAR-2015	518
chr3	20016011	20016339	ncAvAR-2016	660
chr3	19725857	19726515	ncAvAR-2017	658
chr12	15285088	15285417	ncAvAR-2018	1409
chr15	12248329	12248658	ncAvAR-2019	1466
chr2	60940628	60940957	ncAvAR-2020	470
chr3	77426614	77427274	ncAvAR-2021	768
chr3	20781035	20781695	ncAvAR-2022	666
chr1	145777200	145777530	ncAvAR-2023	251
chr4	77696056	77696718	ncAvAR-2024	920
chr5	54380955	54381286	ncAvAR-2025	1055
chr8	28114921	28115252	ncAvAR-2026	1264
chr24	3501705	3502036	ncAvAR-2027	1537
chr2	119189273	119189937	ncAvAR-2028	569
chr5	39820642	39820974	ncAvAR-2029	1022
chr6	34697311	34697643	ncAvAR-2030	1109
chr7	25883320	25883652	ncAvAR-2031	1165
chr8	18791794	18792126	ncAvAR-2032	1223
chr10	5632414	5632746	ncAvAR-2033	1301
chr3	21368507	21368839	ncAvAR-2034	667
chr8	1886322	1886655	ncAvAR-2035	1196
chr1	110056423	110056756	ncAvAR-2036	192
chr1	166524056	166524389	ncAvAR-2037	294
chr2	33320772	33321105	ncAvAR-2038	417
chr4	6867431	6867765	ncAvAR-2039	833
chr2	90946858	90947528	ncAvAR-2040	521
chr1	72718289	72718624	ncAvAR-2041	121
chr3	107873177	107873848	ncAvAR-2042	815
chr1	82101065	82101400	ncAvAR-2043	129
chr1	154960443	154961114	ncAvAR-2044	270
chr2	125090901	125091236	ncAvAR-2045	578
chr12	9757650	9757986	ncAvAR-2046	1393
chr13	6548644	6549317	ncAvAR-2047	1430
chr3	71581639	71581976	ncAvAR-2048	752
chr1	98364307	98364644	ncAvAR-2049	170
chr8	27916212	27916549	ncAvAR-2050	1263
chr20	4709623	4709960	ncAvAR-2051	1497
chr1	158266951	158267289	ncAvAR-2052	280
chr12	6362132	6362470	ncAvAR-2053	1386
chr2	10681808	10682146	ncAvAR-2054	356
chr2	14366272	14366610	ncAvAR-2055	367
chr2	49322705	49323043	ncAvAR-2056	443
chr3	101160162	101160501	ncAvAR-2057	799
chr1	154953224	154953563	ncAvAR-2058	270
chr3	102146583	102147264	ncAvAR-2059	802
chr20	12822611	12822951	ncAvAR-2060	1517
chr3	51148396	51148736	ncAvAR-2061	714
chr4	32919703	32920044	ncAvAR-2062	872
chr5	14568048	14568389	ncAvAR-2063	965
chr6	28247231	28247572	ncAvAR-2064	1094
chr7	20356894	20357235	ncAvAR-2065	1150
chr2	103720772	103721113	ncAvAR-2066	533
chr5	56068496	56069181	ncAvAR-2067	1060
chr13	11430827	11431169	ncAvAR-2068	1436
chr2	91556464	91556806	ncAvAR-2069	524
chr2	126451947	126452289	ncAvAR-2070	585
chr3	19117969	19118311	ncAvAR-2071	656
chr5	37972913	37973600	ncAvAR-2072	1015
chr5	39701339	39701682	ncAvAR-2073	1021
chr14	11195942	11196285	ncAvAR-2074	1455
chr3	77018964	77019308	ncAvAR-2075	766
chr4	32259151	32259495	ncAvAR-2076	869
chr6	34808416	34808760	ncAvAR-2077	1109
chr9	22649950	22650294	ncAvAR-2078	1298
chr2	103715386	103715730	ncAvAR-2079	533
chr3	3677172	3677516	ncAvAR-2080	626
chr2	6071261	6071606	ncAvAR-2081	338
chr4	38998426	38999118	ncAvAR-2082	880
chr20	4291425	4291771	ncAvAR-2083	1493
chr3	76189867	76190561	ncAvAR-2084	765
chr5	31367814	31368161	ncAvAR-2085	987
chr1	136287605	136287952	ncAvAR-2086	230
chr1	18881932	18882279	ncAvAR-2087	30
chr2	60784934	60785281	ncAvAR-2088	469
chr7	33067011	33067359	ncAvAR-2089	1182
chr11	9502173	9502521	ncAvAR-2090	1356
chr2	45280916	45281264	ncAvAR-2091	439
chr2	112255850	112256198	ncAvAR-2092	553
chr5	37989505	37990203	ncAvAR-2093	1015
chr1	135524089	135524438	ncAvAR-2094	226
chr1	25559935	25560284	ncAvAR-2095	40
chr11	14792482	14792831	ncAvAR-2096	1370
chr3	75117806	75118156	ncAvAR-2097	759
chr5	5810999	5811349	ncAvAR-2098	942
chr1	117252832	117253533	ncAvAR-2099	204
chr11	5222616	5222966	ncAvAR-2100	1337
chr2	39269717	39270067	ncAvAR-2101	432
chr2	113982339	113982689	ncAvAR-2102	557
chr5	58559563	58559914	ncAvAR-2103	1061
chr2	116281821	116282172	ncAvAR-2104	562
chr12	10559635	10559987	ncAvAR-2105	1396
chr2	91162883	91163235	ncAvAR-2106	523
chr2	117808125	117808477	ncAvAR-2107	567
chr15	2096413	2097119	ncAvAR-2108	1459
chr3	100935466	100935819	ncAvAR-2109	797
chr3	108344721	108345074	ncAvAR-2110	819
chr5	48103757	48104464	ncAvAR-2111	1040
chr7	14392103	14392456	ncAvAR-2112	1134
chr18	8678168	8678521	ncAvAR-2113	1481
chr5	10985273	10985627	ncAvAR-2114	953
chr7	29755899	29756253	ncAvAR-2115	1174
chr2	28637361	28637715	ncAvAR-2116	398
chr3	11298109	11298818	ncAvAR-2117	638
chr1	63336625	63337335	ncAvAR-2118	108
chr4	33044768	33045123	ncAvAR-2119	873
chr5	40657225	40657580	ncAvAR-2120	1025
chr1	140915763	140916475	ncAvAR-2121	239
chr11	19267733	19268089	ncAvAR-2122	1379
chr6	35108228	35108585	ncAvAR-2123	1112
chr3	55771744	55772101	ncAvAR-2124	725
chr3	56400337	56401053	ncAvAR-2125	726
chr7	16198493	16199210	ncAvAR-2126	1139
chr1	135694405	135694764	ncAvAR-2127	227
chr2	8023208	8023567	ncAvAR-2128	344
chr2	49758472	49758831	ncAvAR-2129	447
chr3	53723621	53723980	ncAvAR-2130	720
chr5	36669274	36669994	ncAvAR-2131	1008
chr6	5674990	5675350	ncAvAR-2132	1063
chr2	8228405	8228765	ncAvAR-2133	346
chr1	98502851	98503212	ncAvAR-2134	171
chr2	35402152	35402513	ncAvAR-2135	423
chr3	1607531	1607892	ncAvAR-2136	625
chr13	11987216	11987939	ncAvAR-2137	1438
chr3	103160335	103160697	ncAvAR-2138	805
chr1	106540013	106540375	ncAvAR-2139	182
chr13	10490399	10490761	ncAvAR-2140	1433
chr1	82487583	82487946	ncAvAR-2141	134
chr1	168156254	168156617	ncAvAR-2142	298
chr1	26254405	26254768	ncAvAR-2143	46
chr2	112364175	112364538	ncAvAR-2144	553
chr1	141067404	141067768	ncAvAR-2145	240
chr1	145891867	145892231	ncAvAR-2146	251
chr1	187832720	187833084	ncAvAR-2147	321
chr3	56550342	56550706	ncAvAR-2148	727
chr7	10599678	10600043	ncAvAR-2149	1127
chr3	30595543	30595908	ncAvAR-2150	687
chr4	32997615	32997981	ncAvAR-2151	873
chr1	94416327	94416693	ncAvAR-2152	159
chr8	7047997	7048363	ncAvAR-2153	1206
chr1	136194250	136194616	ncAvAR-2154	230
chr2	109560111	109560477	ncAvAR-2155	549
chr8	15189440	15190174	ncAvAR-2156	1212
chr8	22424572	22424939	ncAvAR-2157	1233
chr2	30344548	30344915	ncAvAR-2158	404
chr3	15375166	15375902	ncAvAR-2159	648
chr4	17866215	17866583	ncAvAR-2160	850
chr4	43541946	43542314	ncAvAR-2161	891
chr11	13528736	13529104	ncAvAR-2162	1363
chr2	89590888	89591256	ncAvAR-2163	517
chr3	39765184	39765552	ncAvAR-2164	700
chr6	33332579	33332948	ncAvAR-2165	1105
chr5	42676055	42676425	ncAvAR-2166	1026
chr7	28034449	28034820	ncAvAR-2167	1169
chr9	12165688	12166059	ncAvAR-2168	1278
chr8	2542254	2542626	ncAvAR-2169	1200
chr8	15727657	15728029	ncAvAR-2170	1213
chr11	6719515	6719887	ncAvAR-2171	1345
chr1	34457424	34457796	ncAvAR-2172	60
chr3	44163082	44163454	ncAvAR-2173	706
chr5	38990383	38990756	ncAvAR-2174	1018
chr7	21474751	21475124	ncAvAR-2175	1155
chr2	9176160	9176534	ncAvAR-2176	351
chr5	5666527	5666902	ncAvAR-2177	940
chr7	10681944	10682319	ncAvAR-2178	1128
chr2	86178762	86179137	ncAvAR-2179	506
chr3	20406681	20407056	ncAvAR-2180	663
chr4	5418212	5418588	ncAvAR-2181	829
chr5	29624547	29624923	ncAvAR-2182	983
chr2	10118557	10118933	ncAvAR-2183	354
chr2	103895145	103895521	ncAvAR-2184	535
chr3	99060809	99061186	ncAvAR-2185	789
chr11	9402064	9402441	ncAvAR-2186	1356
chr2	112546841	112547596	ncAvAR-2187	554
chr2	83377570	83378326	ncAvAR-2188	501
chr1	34262086	34262464	ncAvAR-2189	59
chr3	1685612	1685990	ncAvAR-2190	625
chr13	6940843	6941222	ncAvAR-2191	1431
chr4	43431036	43431796	ncAvAR-2192	890
chr5	31459089	31459469	ncAvAR-2193	988
chr6	30297248	30297628	ncAvAR-2194	1098
chr7	20615736	20616116	ncAvAR-2195	1151
chr10	11834440	11834820	ncAvAR-2196	1303
chr1	19255263	19255644	ncAvAR-2197	31
chr13	14554438	14554819	ncAvAR-2198	1441
chr2	8099369	8100132	ncAvAR-2199	345
chr1	131118979	131119361	ncAvAR-2200	217
chr11	9060013	9060395	ncAvAR-2201	1353
chr2	25344801	25345183	ncAvAR-2202	388
chr2	37587713	37588095	ncAvAR-2203	426
chr6	27940883	27941266	ncAvAR-2204	1093
chr6	34573136	34573519	ncAvAR-2205	1108
chr1	99926320	99926703	ncAvAR-2206	174
chr2	17406734	17407117	ncAvAR-2207	378
chr2	119371426	119371809	ncAvAR-2208	571
chr2	130227292	130228060	ncAvAR-2209	596
chr4	25988983	25989367	ncAvAR-2210	858
chr9	12365233	12365618	ncAvAR-2211	1279
chr9	20198765	20199150	ncAvAR-2212	1293
chr13	4144015	4144400	ncAvAR-2213	1425
chr18	3905176	3905561	ncAvAR-2214	1475
chr2	34753405	34753790	ncAvAR-2215	419
chr2	91135149	91135534	ncAvAR-2216	523
chr2	126507924	126508695	ncAvAR-2217	586
chr4	4476705	4477091	ncAvAR-2218	827
chr11	13420220	13420606	ncAvAR-2219	1362
chr13	11501308	11501694	ncAvAR-2220	1436
chr6	34471002	34471389	ncAvAR-2221	1108
chr11	4097964	4098351	ncAvAR-2222	1330
chr3	19969809	19970196	ncAvAR-2223	660
chr5	11553533	11554310	ncAvAR-2224	957
chr1	25582557	25582945	ncAvAR-2225	40
chr1	6332857	6333245	ncAvAR-2226	14
chr2	119787391	119787779	ncAvAR-2227	573
chr5	39475944	39476333	ncAvAR-2228	1020
chr1	51994495	51994884	ncAvAR-2229	89
chr3	1739424	1739813	ncAvAR-2230	625
chr3	3814392	3814781	ncAvAR-2231	627
chr3	72056172	72056562	ncAvAR-2232	754
chr6	28215026	28215416	ncAvAR-2233	1094
chr1	34381610	34382000	ncAvAR-2234	60
chr2	33232155	33232545	ncAvAR-2235	416
chr5	56043022	56043413	ncAvAR-2236	1060
chr1	134123237	134123628	ncAvAR-2237	222
chr1	4940618	4941009	ncAvAR-2238	6
chr5	31717653	31718046	ncAvAR-2239	990
chr1	156126565	156126958	ncAvAR-2240	274
chr3	19657121	19657908	ncAvAR-2241	658
chr4	31604616	31605404	ncAvAR-2242	866
chr11	3929887	3930281	ncAvAR-2243	1328
chr13	16191839	16192233	ncAvAR-2244	1444
chr2	87482468	87482862	ncAvAR-2245	512
chr2	127653301	127653695	ncAvAR-2246	588
chr1	63441990	63442384	ncAvAR-2247	109
chr1	163202879	163203274	ncAvAR-2248	287
chr2	35100916	35101311	ncAvAR-2249	421
chr2	103700340	103700735	ncAvAR-2250	533
chr1	55063093	55063488	ncAvAR-2251	97
chr2	34788287	34789079	ncAvAR-2252	419
chr8	13576166	13576562	ncAvAR-2253	1210
chr12	12862387	12862783	ncAvAR-2254	1403
chr2	32341121	32341517	ncAvAR-2255	411
chr2	5195009	5195406	ncAvAR-2256	333
chr1	157812684	157813082	ncAvAR-2257	278
chr3	855762	856160	ncAvAR-2258	619
chr3	11775334	11775732	ncAvAR-2259	642
chr3	66169658	66170057	ncAvAR-2260	741
chr8	13440451	13440850	ncAvAR-2261	1209
chr1	136007887	136008686	ncAvAR-2262	229
chr13	16173808	16174207	ncAvAR-2263	1444
chr20	11349769	11350168	ncAvAR-2264	1511
chr6	34763554	34763954	ncAvAR-2265	1109
chr1	98386998	98387398	ncAvAR-2266	170
chr7	28695431	28695831	ncAvAR-2267	1171
chr1	108236484	108236884	ncAvAR-2268	186
chr2	33122490	33122890	ncAvAR-2269	415
chr3	19593027	19593427	ncAvAR-2270	658
chr5	51311498	51311899	ncAvAR-2271	1046
chr7	12813107	12813508	ncAvAR-2272	1132
chr2	108412869	108413270	ncAvAR-2273	547
chr5	37095871	37096273	ncAvAR-2274	1012
chr1	92395829	92396231	ncAvAR-2275	154
chr1	83544712	83545115	ncAvAR-2276	142
chr6	15205555	15205958	ncAvAR-2277	1073
chr8	848564	848967	ncAvAR-2278	1194
chr5	36887892	36888296	ncAvAR-2279	1010
chr1	83324109	83324514	ncAvAR-2280	141
chr11	12155569	12155974	ncAvAR-2281	1361
chr2	31895270	31895675	ncAvAR-2282	409
chr3	103671412	103671818	ncAvAR-2283	807
chr8	26494822	26495228	ncAvAR-2284	1254
chr2	91772238	91772644	ncAvAR-2285	525
chr1	50110971	50111785	ncAvAR-2286	84
chr1	131055759	131056166	ncAvAR-2287	217
chr11	15324537	15324944	ncAvAR-2288	1371
chr2	86024871	86025278	ncAvAR-2289	505
chr1	147690137	147690953	ncAvAR-2290	259
chr1	142357535	142357943	ncAvAR-2291	242
chr12	8518557	8518965	ncAvAR-2292	1392
chr1	157743693	157744102	ncAvAR-2293	278
chr2	35867935	35868344	ncAvAR-2294	424
chr4	5670749	5671159	ncAvAR-2295	831
chr4	42011088	42011498	ncAvAR-2296	888
chr2	13905017	13905427	ncAvAR-2297	365
chr3	107940344	107940755	ncAvAR-2298	816
chr7	33348335	33348746	ncAvAR-2299	1184
chr1	147627113	147627524	ncAvAR-2300	258
chr11	9416086	9416497	ncAvAR-2301	1356
chr2	66728268	66728679	ncAvAR-2302	485
chr3	25863784	25864195	ncAvAR-2303	678
chr5	48058028	48058440	ncAvAR-2304	1040
chr1	136140506	136140918	ncAvAR-2305	230
chr2	91359827	91360240	ncAvAR-2306	524
chr1	187928272	187928686	ncAvAR-2307	322
chr2	24338535	24338949	ncAvAR-2308	387
chr2	87548850	87549264	ncAvAR-2309	512
chr1	22912791	22913206	ncAvAR-2310	36
chr10	15685927	15686342	ncAvAR-2311	1310
chr12	9664573	9664988	ncAvAR-2312	1393
chr12	16065667	16066082	ncAvAR-2313	1410
chr26	4832114	4832529	ncAvAR-2314	1540
chr11	14126493	14126909	ncAvAR-2315	1364
chr2	116861486	116861902	ncAvAR-2316	564
chr18	3947988	3948405	ncAvAR-2317	1475
chr2	32540791	32541208	ncAvAR-2318	412
chr2	50659189	50659606	ncAvAR-2319	450
chr7	23931711	23932129	ncAvAR-2320	1162
chr13	16364932	16365350	ncAvAR-2321	1445
chr2	24403888	24404306	ncAvAR-2322	387
chr1	60227303	60228140	ncAvAR-2323	101
chr13	4045224	4046062	ncAvAR-2324	1424
chr3	60317098	60317517	ncAvAR-2325	732
chr3	108599009	108599428	ncAvAR-2326	821
chr3	109290042	109290461	ncAvAR-2327	823
chr5	36629240	36629659	ncAvAR-2328	1008
chr1	136237133	136237553	ncAvAR-2329	230
chr2	126626393	126626813	ncAvAR-2330	587
chr5	36709211	36710054	ncAvAR-2331	1008
chr8	27236100	27236521	ncAvAR-2332	1256
chr13	11637400	11637821	ncAvAR-2333	1436
