seqnames	start	end	element_accelerated_ranking_name	cluster
chr4	181690669	181690962	ncMAR-1822	803
chr5	124234744	124235184	ncMAR-1823	935
chr9	123422598	123423038	ncMAR-1824	1379
chr10	75694418	75694564	ncMAR-1825	1465
chr10	85735348	85735494	ncMAR-1826	1482
chr14	28482361	28482948	ncMAR-1827	1871
chr16	54774890	54775183	ncMAR-1828	2085
chr17	57578954	57579247	ncMAR-1829	2150
chr2	161318176	161318470	ncMAR-1830	380
chr4	111635569	111636011	ncMAR-1831	756
chr9	13429252	13429694	ncMAR-1832	1264
chr7	14163259	14163406	ncMAR-1833	1019
chr7	132856689	132856984	ncMAR-1834	1114
chr14	25501688	25501835	ncMAR-1835	1855
chr14	79426398	79426693	ncMAR-1836	1944
chr2	66070467	66070762	ncMAR-1837	290
chr2	12741085	12741232	ncMAR-1838	219
chr4	82845196	82845343	ncMAR-1839	725
chr2	66686641	66687085	ncMAR-1840	296
chr3	182390568	182390864	ncMAR-1841	673
chr4	148385231	148385527	ncMAR-1842	773
chr4	180423625	180423921	ncMAR-1843	798
chr3	102458325	102458770	ncMAR-1844	598
chr12	17430349	17430794	ncMAR-1845	1692
chr3	33146836	33147133	ncMAR-1846	518
chr7	41112124	41112421	ncMAR-1847	1064
chr16	62177207	62177803	ncMAR-1848	2097
chr3	159839769	159840067	ncMAR-1849	645
chr1	44540314	44540612	ncMAR-1850	15
chr3	89168066	89168364	ncMAR-1851	591
chr4	84459828	84460126	ncMAR-1852	733
chr9	30918335	30918633	ncMAR-1853	1302
chr11	132208628	132208926	ncMAR-1854	1674
chr17	48251026	48251324	ncMAR-1855	2142
chr2	57884963	57885411	ncMAR-1856	262
chr12	23190578	23191176	ncMAR-1857	1698
chr4	79165031	79165330	ncMAR-1858	718
chr3	70582724	70583325	ncMAR-1859	557
chr3	182228115	182228415	ncMAR-1860	672
chr7	114854134	114854434	ncMAR-1861	1093
chr9	14277369	14277669	ncMAR-1862	1269
chr14	29425307	29425758	ncMAR-1863	1876
chr2	167954025	167954627	ncMAR-1864	399
chr10	64846761	64847062	ncMAR-1865	1451
chr12	65327888	65328189	ncMAR-1866	1722
chr2	59499137	59499439	ncMAR-1867	274
chr4	93833349	93833651	ncMAR-1868	735
chr10	34260899	34261201	ncMAR-1869	1432
chr1	216782263	216782565	ncMAR-1870	185
chr8	116092969	116093120	ncMAR-1871	1229
chr7	25317999	25318455	ncMAR-1872	1034
chr3	75034331	75034635	ncMAR-1873	569
chr3	78689168	78689472	ncMAR-1874	577
chr10	123284585	123284889	ncMAR-1875	1545
chr8	71610429	71610886	ncMAR-1876	1184
chr2	161381851	161382614	ncMAR-1877	380
chr1	61011351	61011503	ncMAR-1878	26
chr7	142287248	142287400	ncMAR-1879	1123
chr9	123787799	123787951	ncMAR-1880	1382
chr1	216124523	216124828	ncMAR-1881	181
chr16	60510273	60510425	ncMAR-1882	2096
chr14	98021792	98022251	ncMAR-1883	1974
chr8	65159986	65160292	ncMAR-1884	1176
chr12	65675205	65675511	ncMAR-1885	1723
chr13	71625776	71626082	ncMAR-1886	1802
chr1	85578479	85578785	ncMAR-1887	74
chr2	144433805	144434112	ncMAR-1888	344
chr3	110716726	110716879	ncMAR-1889	601
chr8	105023504	105023811	ncMAR-1890	1218
chr9	37192644	37193105	ncMAR-1891	1308
chr1	175714597	175714750	ncMAR-1892	138
chr12	59067127	59067434	ncMAR-1893	1718
chr1	97450951	97451413	ncMAR-1894	106
chr10	61911084	61911546	ncMAR-1895	1446
chr5	87733087	87733859	ncMAR-1896	856
chr1	81453827	81454136	ncMAR-1897	56
chr8	25980509	25980663	ncMAR-1898	1135
chr11	27443734	27444198	ncMAR-1899	1583
chr17	36930120	36930584	ncMAR-1900	2136
chr2	59664990	59665455	ncMAR-1901	275
chr11	125258233	125258698	ncMAR-1902	1651
chr7	120750021	120750331	ncMAR-1903	1105
chr10	102310699	102311009	ncMAR-1904	1504
chr11	31362371	31362681	ncMAR-1905	1592
chr13	71602393	71602703	ncMAR-1906	1802
chr3	167915051	167915206	ncMAR-1907	648
chr3	55306053	55306208	ncMAR-1908	528
chr6	18817144	18817455	ncMAR-1909	979
chr10	1315404	1315559	ncMAR-1910	1395
chr11	72334951	72335106	ncMAR-1911	1614
chr17	57341945	57342256	ncMAR-1912	2149
chr17	74080807	74080962	ncMAR-1913	2172
chr3	73433968	73434280	ncMAR-1914	567
chr11	15539881	15540193	ncMAR-1915	1567
chr13	58189536	58189848	ncMAR-1916	1788
chr17	71546125	71546437	ncMAR-1917	2166
chr9	106637582	106638364	ncMAR-1918	1359
chr17	71003910	71004379	ncMAR-1919	2163
chr3	24735351	24735664	ncMAR-1920	508
chr1	76709540	76710010	ncMAR-1921	47
chr2	66995707	66996020	ncMAR-1922	297
chr12	97169961	97170433	ncMAR-1923	1744
chr2	20917711	20918183	ncMAR-1924	227
chr4	84379289	84379446	ncMAR-1925	732
chr9	106419822	106419979	ncMAR-1926	1358
chr10	99018433	99018590	ncMAR-1927	1491
chr9	2160499	2160656	ncMAR-1928	1245
chr2	163187171	163187487	ncMAR-1929	386
chr3	159236377	159236852	ncMAR-1930	642
chr11	122146477	122146635	ncMAR-1931	1645
chr3	181442810	181443127	ncMAR-1932	668
chr1	90895064	90895381	ncMAR-1933	96
chr9	13895884	13896201	ncMAR-1934	1267
chr9	16131907	16132065	ncMAR-1935	1272
chr15	98229044	98229202	ncMAR-1936	2048
chr1	243460859	243461335	ncMAR-1937	209
chr14	25655641	25656278	ncMAR-1938	1856
chr5	104646358	104646836	ncMAR-1939	904
chr4	24008803	24009122	ncMAR-1940	696
chr4	79634107	79634426	ncMAR-1941	720
chr1	78005871	78006030	ncMAR-1942	48
chr5	88930476	88930635	ncMAR-1943	866
chr10	116083447	116083606	ncMAR-1944	1529
chr11	132821879	132822038	ncMAR-1945	1677
chr1	193699350	193699509	ncMAR-1946	148
chr13	52428465	52428624	ncMAR-1947	1783
chr13	78781944	78782103	ncMAR-1948	1816
chr14	35956490	35956969	ncMAR-1949	1896
chr14	36771331	36771490	ncMAR-1950	1903
chr14	83976057	83976376	ncMAR-1951	1952
chr15	83306128	83306287	ncMAR-1952	2024
chr2	177158855	177159175	ncMAR-1953	428
chr2	67666807	67666967	ncMAR-1954	301
chr7	11472258	11472418	ncMAR-1955	1015
chr8	32476801	32477122	ncMAR-1956	1136
chr11	57778568	57778889	ncMAR-1957	1613
chr14	35471736	35472218	ncMAR-1958	1894
chr4	181363332	181363815	ncMAR-1959	801
chr4	181443727	181444049	ncMAR-1960	802
chr1	10598633	10599117	ncMAR-1961	1
chr1	50565459	50565944	ncMAR-1962	21
chr6	14384474	14384797	ncMAR-1963	970
chr7	27135895	27136218	ncMAR-1964	1045
chr9	119652949	119653272	ncMAR-1965	1376
chr2	52741228	52741389	ncMAR-1966	257
chr2	144607900	144608549	ncMAR-1967	344
chr2	146386027	146386351	ncMAR-1968	357
chr17	13326503	13326827	ncMAR-1969	2129
chr2	60742485	60742647	ncMAR-1970	281
chr2	66271875	66272037	ncMAR-1971	292
chr16	53991432	53991920	ncMAR-1972	2082
chr5	89315230	89315392	ncMAR-1973	869
chr6	19721883	19722208	ncMAR-1974	981
chr1	180299993	180300155	ncMAR-1975	144
chr4	64893245	64893571	ncMAR-1976	715
chr10	128579987	128580313	ncMAR-1977	1549
chr14	30243112	30243765	ncMAR-1978	1878
chr9	73831095	73831258	ncMAR-1979	1314
chr10	129561703	129562030	ncMAR-1980	1552
chr2	176764944	176765436	ncMAR-1981	424
chr15	98160401	98160893	ncMAR-1982	2047
chr3	157939414	157939742	ncMAR-1983	635
chr1	62955779	62956107	ncMAR-1984	31
chr11	15844474	15844802	ncMAR-1985	1569
chr2	136005913	136006077	ncMAR-1986	330
chr3	17645284	17645448	ncMAR-1987	501
chr3	169215725	169216054	ncMAR-1988	654
chr5	94481311	94481970	ncMAR-1989	897
chr6	8206687	8206851	ncMAR-1990	954
chr11	116560721	116560885	ncMAR-1991	1642
chr11	131998041	131998370	ncMAR-1992	1672
chr12	41288045	41288539	ncMAR-1993	1710
chr12	48986841	48987170	ncMAR-1994	1712
chr1	25090097	25090261	ncMAR-1995	5
chr3	100023277	100023772	ncMAR-1996	595
chr14	30134922	30135417	ncMAR-1997	1878
chr16	72427383	72427548	ncMAR-1998	2103
chr2	177530537	177530868	ncMAR-1999	431
chr4	146981143	146981308	ncMAR-2000	771
chr8	91250697	91250862	ncMAR-2001	1199
chr14	32772617	32772948	ncMAR-2002	1881
chr17	39563771	39563936	ncMAR-2003	2139
chr1	221203933	221204430	ncMAR-2004	203
chr13	66520962	66521460	ncMAR-2005	1793
chr2	205280787	205281120	ncMAR-2006	458
chr8	34487634	34487800	ncMAR-2007	1143
chr2	44716730	44717064	ncMAR-2008	251
chr5	24233083	24233417	ncMAR-2009	820
chr1	81982595	81982929	ncMAR-2010	60
chr17	48568768	48569270	ncMAR-2011	2144
chr3	172204008	172204175	ncMAR-2012	659
chr7	27817787	27818290	ncMAR-2013	1048
chr8	25675538	25675705	ncMAR-2014	1133
chr2	145632325	145632660	ncMAR-2015	353
chr1	36978005	36978341	ncMAR-2016	9
chr5	104612042	104612378	ncMAR-2017	904
chr8	59424074	59424579	ncMAR-2018	1159
chr1	81010476	81010813	ncMAR-2019	54
chr9	16709263	16709431	ncMAR-2020	1278
chr1	110200482	110200650	ncMAR-2021	121
chr16	55429045	55429382	ncMAR-2022	2090
chr7	26841458	26841965	ncMAR-2023	1042
chr7	114122427	114122765	ncMAR-2024	1089
chr11	131811485	131811823	ncMAR-2025	1671
chr3	70987050	70987219	ncMAR-2026	562
chr9	125856674	125856843	ncMAR-2027	1387
chr2	161067961	161068300	ncMAR-2028	378
chr2	163468983	163469152	ncMAR-2029	389
chr5	89090116	89090626	ncMAR-2030	866
chr4	181168447	181168787	ncMAR-2031	800
chr9	37144817	37145157	ncMAR-2032	1308
chr14	97238376	97238716	ncMAR-2033	1971
chr4	104409024	104409194	ncMAR-2034	742
chr6	18985875	18986216	ncMAR-2035	980
chr7	15688287	15688457	ncMAR-2036	1023
chr4	27206919	27207261	ncMAR-2037	702
chr2	162167500	162167843	ncMAR-2038	385
chr4	79623067	79623238	ncMAR-2039	720
chr5	36662348	36662691	ncMAR-2040	826
chr6	11245644	11245815	ncMAR-2041	966
chr15	55913163	55913334	ncMAR-2042	2001
chr2	59850143	59850487	ncMAR-2043	276
chr9	18477191	18477536	ncMAR-2044	1283
chr10	8286956	8287128	ncMAR-2045	1406
chr11	82195465	82195637	ncMAR-2046	1617
chr4	93994650	93994997	ncMAR-2047	736
chr4	182495588	182496283	ncMAR-2048	807
chr5	4473779	4474300	ncMAR-2049	814
chr1	87686076	87686423	ncMAR-2050	81
chr9	81387816	81387989	ncMAR-2051	1340
chr10	92697717	92698064	ncMAR-2052	1487
chr14	33480750	33480923	ncMAR-2053	1887
chr2	104571739	104572087	ncMAR-2054	319
chr11	96213581	96213755	ncMAR-2055	1625
chr14	79165824	79165998	ncMAR-2056	1943
chr17	60828028	60828202	ncMAR-2057	2153
chr2	60273883	60274232	ncMAR-2058	279
chr12	85422593	85423118	ncMAR-2059	1737
chr5	4805095	4805445	ncMAR-2060	815
chr13	27728142	27728492	ncMAR-2061	1775
chr1	216547600	216547950	ncMAR-2062	184
chr2	155730171	155730346	ncMAR-2063	368
chr4	111213704	111214055	ncMAR-2064	753
chr4	144189142	144189493	ncMAR-2065	765
chr1	81498382	81498733	ncMAR-2066	56
chr20	20408479	20408654	ncMAR-2067	2176
chr2	167607840	167608192	ncMAR-2068	398
chr4	24240354	24240706	ncMAR-2069	698
chr4	174109944	174110296	ncMAR-2070	792
chr11	31822117	31822469	ncMAR-2071	1593
chr11	32176424	32176953	ncMAR-2072	1594
chr3	113104510	113104863	ncMAR-2073	602
chr3	147870397	147870750	ncMAR-2074	631
chr4	23685669	23685845	ncMAR-2075	694
chr1	218025122	218025475	ncMAR-2076	193
chr17	69950359	69950535	ncMAR-2077	2160
chr2	136014100	136014276	ncMAR-2078	330
chr2	140658742	140659095	ncMAR-2079	332
chr13	67200985	67201339	ncMAR-2080	1794
chr2	104207580	104208112	ncMAR-2081	316
chr3	114875130	114875307	ncMAR-2082	606
chr3	182228901	182229256	ncMAR-2083	672
chr10	33986552	33986729	ncMAR-2084	1430
chr14	76278196	76278373	ncMAR-2085	1934
chr15	67792416	67792593	ncMAR-2086	2019
chr9	86876551	86877085	ncMAR-2087	1349
chr14	32763303	32763837	ncMAR-2088	1881
chr5	107040950	107041306	ncMAR-2089	912
chr2	66578484	66578841	ncMAR-2090	295
chr2	67006476	67006654	ncMAR-2091	297
chr2	163411922	163412100	ncMAR-2092	388
chr9	8855801	8855979	ncMAR-2093	1253
chr10	42979671	42979849	ncMAR-2094	1434
chr14	57188968	57189325	ncMAR-2095	1918
chr1	213472186	213472543	ncMAR-2096	170
chr1	74513634	74513992	ncMAR-2097	44
chr8	93445954	93446312	ncMAR-2098	1209
chr11	32225656	32226014	ncMAR-2099	1594
chr13	78712846	78713204	ncMAR-2100	1815
chr10	113121274	113121453	ncMAR-2101	1525
chr13	91874758	91874937	ncMAR-2102	1827
chr16	52461739	52462098	ncMAR-2103	2076
chr5	4773760	4774300	ncMAR-2104	815
chr10	118108582	118109123	ncMAR-2105	1538
chr5	73221347	73221527	ncMAR-2106	845
chr1	164754337	164754517	ncMAR-2107	131
chr11	31815580	31815760	ncMAR-2108	1593
chr11	115218234	115218414	ncMAR-2109	1635
chr15	69113181	69113361	ncMAR-2110	2020
chr2	204279890	204280071	ncMAR-2111	453
chr1	98035809	98036172	ncMAR-2112	108
chr14	57307136	57307499	ncMAR-2113	1919
chr2	146950954	146951318	ncMAR-2114	360
chr3	74123524	74123888	ncMAR-2115	568
chr10	117912890	117913254	ncMAR-2116	1536
chr13	71770815	71771179	ncMAR-2117	1803
chr12	16880430	16880612	ncMAR-2118	1689
chr4	180280537	180281086	ncMAR-2119	797
chr4	146478047	146478413	ncMAR-2120	769
chr3	18150502	18150868	ncMAR-2121	503
chr5	123157565	123157931	ncMAR-2122	932
chr10	16262052	16262418	ncMAR-2123	1420
chr2	20965892	20966442	ncMAR-2124	227
chr7	13338336	13338519	ncMAR-2125	1016
chr9	78604946	78605313	ncMAR-2126	1324
chr11	131668612	131668795	ncMAR-2127	1670
chr14	57071602	57071969	ncMAR-2128	1917
chr16	73167327	73167510	ncMAR-2129	2105
chr2	44841212	44841948	ncMAR-2130	252
chr2	214583127	214583311	ncMAR-2131	475
chr12	59926923	59927107	ncMAR-2132	1719
chr15	95633754	95634123	ncMAR-2133	2034
chr15	51447927	51448112	ncMAR-2134	2000
chr3	147331643	147332386	ncMAR-2135	630
chr4	84470933	84471118	ncMAR-2136	733
chr3	59879187	59879559	ncMAR-2137	535
chr1	50108631	50109003	ncMAR-2138	20
chr5	93567450	93567822	ncMAR-2139	893
chr3	77326652	77326838	ncMAR-2140	573
chr4	64698337	64698523	ncMAR-2141	714
chr1	90284098	90284471	ncMAR-2142	90
chr9	117125603	117125976	ncMAR-2143	1367
chr10	99497461	99497834	ncMAR-2144	1492
chr11	20327437	20327810	ncMAR-2145	1580
chr17	61289517	61289890	ncMAR-2146	2156
chr3	32897648	32897834	ncMAR-2147	517
chr11	22491858	22492232	ncMAR-2148	1581
chr7	26913230	26913417	ncMAR-2149	1043
chr9	126004373	126004560	ncMAR-2150	1388
chr14	29528887	29529262	ncMAR-2151	1877
chr1	213950286	213950849	ncMAR-2152	173
chr2	58363965	58364152	ncMAR-2153	266
chr14	25878212	25878777	ncMAR-2154	1858
chr3	180723315	180723692	ncMAR-2155	665
chr10	28761987	28762175	ncMAR-2156	1426
chr17	70674576	70674764	ncMAR-2157	2161
chr12	23722671	23723049	ncMAR-2158	1702
chr2	44682220	44682788	ncMAR-2159	251
chr6	18536530	18536909	ncMAR-2160	977
chr9	80402986	80403365	ncMAR-2161	1335
chr9	82467462	82467841	ncMAR-2162	1345
chr11	30455017	30455206	ncMAR-2163	1586
chr12	103475023	103475402	ncMAR-2164	1756
chr14	34081859	34082238	ncMAR-2165	1890
chr14	76584818	76585007	ncMAR-2166	1936
chr17	32546219	32546408	ncMAR-2167	2132
chr2	161265892	161266271	ncMAR-2168	379
chr16	79048322	79048702	ncMAR-2169	2114
chr2	59935900	59936471	ncMAR-2170	276
chr2	145671740	145671930	ncMAR-2171	353
chr10	100684045	100684426	ncMAR-2172	1494
chr11	122097709	122097899	ncMAR-2173	1645
chr13	78934310	78934882	ncMAR-2174	1818
chr14	32949171	32949552	ncMAR-2175	1882
chr3	177022998	177023571	ncMAR-2176	664
chr2	173570259	173570641	ncMAR-2177	408
chr16	52377161	52377352	ncMAR-2178	2075
chr1	90727965	90728733	ncMAR-2179	95
chr2	31002892	31003276	ncMAR-2180	242
chr3	169467423	169467807	ncMAR-2181	656
chr9	31578996	31579380	ncMAR-2182	1303
chr10	101484227	101484611	ncMAR-2183	1500
chr3	56111669	56112246	ncMAR-2184	532
chr10	11332699	11332891	ncMAR-2185	1416
chr9	14112189	14112574	ncMAR-2186	1268
chr13	101452473	101452665	ncMAR-2187	1843
chr13	103690132	103690324	ncMAR-2188	1844
chr14	79796241	79796433	ncMAR-2189	1946
chr15	96053253	96053445	ncMAR-2190	2037
chr9	3220746	3220939	ncMAR-2191	1246
chr5	124439116	124439309	ncMAR-2192	938
chr6	45020899	45021480	ncMAR-2193	1002
chr7	27362570	27363151	ncMAR-2194	1046
chr7	39504578	39504771	ncMAR-2195	1061
chr11	115084449	115084642	ncMAR-2196	1634
chr15	95795481	95795674	ncMAR-2197	2036
chr1	96096301	96096883	ncMAR-2198	101
chr1	220818839	220819421	ncMAR-2199	201
chr2	178752102	178752685	ncMAR-2200	434
chr2	58698900	58699289	ncMAR-2201	269
chr6	12585053	12585442	ncMAR-2202	967
chr5	125424594	125424983	ncMAR-2203	945
chr5	125659317	125659706	ncMAR-2204	946
chr11	30865459	30865848	ncMAR-2205	1589
chr13	58595991	58596185	ncMAR-2206	1789
chr1	216937450	216937839	ncMAR-2207	186
chr13	78662080	78662470	ncMAR-2208	1814
chr1	50147266	50147461	ncMAR-2209	20
chr9	78550309	78550504	ncMAR-2210	1323
chr13	80359830	80360221	ncMAR-2211	1823
chr1	50569744	50570528	ncMAR-2212	21
chr13	65940689	65941081	ncMAR-2213	1791
chr9	125633629	125634415	ncMAR-2214	1386
chr2	59819249	59820232	ncMAR-2215	276
chr8	37375161	37375357	ncMAR-2216	1149
chr10	123288280	123288476	ncMAR-2217	1545
chr12	16948797	16949190	ncMAR-2218	1690
chr13	23794830	23795026	ncMAR-2219	1773
chr13	75195916	75196112	ncMAR-2220	1809
chr17	29084506	29084702	ncMAR-2221	2131
chr1	216896365	216896957	ncMAR-2222	186
chr2	67634586	67634981	ncMAR-2223	301
chr2	38984583	38984978	ncMAR-2224	247
chr7	28411982	28412377	ncMAR-2225	1049
chr10	76118945	76119340	ncMAR-2226	1468
chr16	51866971	51867762	ncMAR-2227	2074
chr15	95369244	95369838	ncMAR-2228	2031
chr2	67725646	67726240	ncMAR-2229	302
chr10	118208287	118208683	ncMAR-2230	1538
chr3	148084692	148085487	ncMAR-2231	632
chr1	81926035	81926631	ncMAR-2232	59
chr5	125275251	125275648	ncMAR-2233	944
chr2	7860012	7860210	ncMAR-2234	216
chr2	104026072	104026271	ncMAR-2235	315
chr1	50610554	50610953	ncMAR-2236	21
chr8	34226308	34226507	ncMAR-2237	1141
chr10	99057863	99058262	ncMAR-2238	1491
chr17	61308741	61308940	ncMAR-2239	2156
chr2	232858384	232858583	ncMAR-2240	493
chr2	55954747	55954947	ncMAR-2241	260
chr2	66542296	66542496	ncMAR-2242	295
chr6	37941837	37942238	ncMAR-2243	994
chr8	65237933	65238133	ncMAR-2244	1177
chr9	14118836	14119237	ncMAR-2245	1268
chr9	23665118	23665318	ncMAR-2246	1290
chr13	99797797	99797997	ncMAR-2247	1841
chr14	28879425	28880028	ncMAR-2248	1872
chr6	14751755	14752157	ncMAR-2249	973
chr16	80078692	80079094	ncMAR-2250	2119
chr2	59348234	59348637	ncMAR-2251	272
chr2	176574556	176574959	ncMAR-2252	422
chr11	13849688	13849889	ncMAR-2253	1564
chr11	122040548	122040951	ncMAR-2254	1644
chr13	94708543	94708744	ncMAR-2255	1836
chr16	51607104	51607305	ncMAR-2256	2071
chr2	59201828	59202233	ncMAR-2257	271
chr2	212526159	212526361	ncMAR-2258	471
chr5	123807735	123807937	ncMAR-2259	933
chr7	21026247	21026449	ncMAR-2260	1032
chr9	106288337	106288742	ncMAR-2261	1357
chr9	125845356	125845761	ncMAR-2262	1387
chr10	101487433	101487838	ncMAR-2263	1500
chr14	76250313	76250515	ncMAR-2264	1934
chr5	123158401	123158807	ncMAR-2265	932
chr9	81076721	81077127	ncMAR-2266	1339
chr14	27801579	27801985	ncMAR-2267	1867
chr2	57801950	57802560	ncMAR-2268	261
chr14	76125491	76125898	ncMAR-2269	1933
chr12	91985474	91985677	ncMAR-2270	1740
chr14	60654375	60654579	ncMAR-2271	1921
chr16	85552809	85553013	ncMAR-2272	2122
chr9	16192587	16192997	ncMAR-2273	1273
chr7	115549958	115550369	ncMAR-2274	1097
chr11	114918346	114918551	ncMAR-2275	1633
chr1	215656924	215657335	ncMAR-2276	177
chr17	37115171	37115376	ncMAR-2277	2137
chr2	205174788	205175200	ncMAR-2278	457
chr14	32156267	32156886	ncMAR-2279	1880
chr1	90567293	90567706	ncMAR-2280	93
chr8	37613588	37613794	ncMAR-2281	1150
chr10	112558536	112558742	ncMAR-2282	1520
chr7	8965474	8965889	ncMAR-2283	1009
chr1	177573972	177574179	ncMAR-2284	142
chr16	73701617	73701824	ncMAR-2285	2107
chr10	34153992	34154200	ncMAR-2286	1431
chr10	128565147	128565355	ncMAR-2287	1549
chr3	182516874	182517292	ncMAR-2288	674
chr7	115080844	115081262	ncMAR-2289	1094
chr3	85723347	85723556	ncMAR-2290	586
chr7	40567016	40567225	ncMAR-2291	1062
chr9	116328171	116328380	ncMAR-2292	1365
chr2	58720052	58720261	ncMAR-2293	269
chr1	164851638	164851847	ncMAR-2294	132
chr1	61461208	61461418	ncMAR-2295	29
chr4	139832890	139833100	ncMAR-2296	763
chr5	3617941	3618151	ncMAR-2297	810
chr1	80440788	80440998	ncMAR-2298	52
chr6	44724714	44724924	ncMAR-2299	1001
chr8	37020093	37020303	ncMAR-2300	1147
chr13	71517059	71517269	ncMAR-2301	1801
chr14	56950972	56951182	ncMAR-2302	1916
chr14	89429666	89429876	ncMAR-2303	1966
chr3	17996253	17996675	ncMAR-2304	502
chr3	1057291	1057502	ncMAR-2305	496
chr7	19301291	19301714	ncMAR-2306	1029
chr8	33915997	33916420	ncMAR-2307	1138
chr12	60258776	60258987	ncMAR-2308	1720
chr2	143159054	143159902	ncMAR-2309	336
chr14	56963629	56963841	ncMAR-2310	1916
chr2	145500259	145500684	ncMAR-2311	351
chr3	71006282	71006708	ncMAR-2312	562
chr7	113715159	113715585	ncMAR-2313	1086
chr8	93026347	93026773	ncMAR-2314	1207
chr9	78939468	78939894	ncMAR-2315	1326
chr5	89996242	89996455	ncMAR-2316	873
chr1	218480604	218481032	ncMAR-2317	197
chr3	89111535	89111749	ncMAR-2318	590
chr3	182104963	182105392	ncMAR-2319	671
chr11	131101180	131101394	ncMAR-2320	1667
chr2	59295004	59295434	ncMAR-2321	272
chr2	176115298	176115728	ncMAR-2322	419
chr1	88271857	88272287	ncMAR-2323	85
chr16	52498150	52498580	ncMAR-2324	2076
chr3	147381666	147382097	ncMAR-2325	630
chr10	33665882	33666097	ncMAR-2326	1429
chr11	116164144	116164359	ncMAR-2327	1640
chr15	95843650	95843865	ncMAR-2328	2036
chr2	58140580	58141227	ncMAR-2329	264
chr2	59920613	59921044	ncMAR-2330	276
chr3	158292055	158292703	ncMAR-2331	637
chr10	75880100	75880532	ncMAR-2332	1466
chr1	79591803	79592019	ncMAR-2333	49
chr10	101242328	101242544	ncMAR-2334	1497
chr11	12679530	12679746	ncMAR-2335	1561
chr1	217747173	217747389	ncMAR-2336	191
chr9	79976371	79977022	ncMAR-2337	1333
chr10	101464562	101464996	ncMAR-2338	1500
chr1	213768694	213769128	ncMAR-2339	172
chr4	13007862	13008514	ncMAR-2340	683
chr8	71010914	71011131	ncMAR-2341	1183
chr11	126900564	126900781	ncMAR-2342	1657
chr13	100919739	100920174	ncMAR-2343	1842
chr13	70992296	70992732	ncMAR-2344	1799
chr13	96619430	96619866	ncMAR-2345	1838
chr2	65775055	65775273	ncMAR-2346	287
chr2	199201725	199201943	ncMAR-2347	447
chr8	77166996	77167214	ncMAR-2348	1192
chr9	16202926	16203363	ncMAR-2349	1273
chr15	97654976	97655414	ncMAR-2350	2046
chr2	58955977	58956415	ncMAR-2351	270
chr14	33393583	33394461	ncMAR-2352	1886
chr5	109888913	109889132	ncMAR-2353	921
chr7	35229113	35229332	ncMAR-2354	1056
chr10	101468700	101469139	ncMAR-2355	1500
chr16	53953197	53953636	ncMAR-2356	2082
chr3	169613035	169613476	ncMAR-2357	657
chr12	79147919	79148360	ncMAR-2358	1733
chr15	95710076	95710517	ncMAR-2359	2035
chr2	156017401	156017621	ncMAR-2360	371
chr3	88616457	88616899	ncMAR-2361	588
chr7	133555949	133556391	ncMAR-2362	1116
chr11	122982675	122983117	ncMAR-2363	1648
chr15	37148239	37148681	ncMAR-2364	1989
chr3	146655386	146655607	ncMAR-2365	626
chr10	106640343	106640564	ncMAR-2366	1515
chr14	99024835	99025056	ncMAR-2367	1980
chr4	23930738	23930960	ncMAR-2368	696
chr8	77123069	77123514	ncMAR-2369	1192
chr9	14231530	14231975	ncMAR-2370	1269
chr11	15871317	15871539	ncMAR-2371	1569
chr8	37565778	37566224	ncMAR-2372	1150
chr2	43463252	43463698	ncMAR-2373	248
chr2	145200908	145201354	ncMAR-2374	348
chr6	19863747	19863970	ncMAR-2375	983
chr1	96184891	96185114	ncMAR-2376	102
chr9	30017331	30017779	ncMAR-2377	1301
chr2	198693020	198693244	ncMAR-2378	444
chr5	119742196	119742420	ncMAR-2379	928
chr8	25958430	25958879	ncMAR-2380	1135
chr15	47638495	47638719	ncMAR-2381	1998
chr17	72034430	72034654	ncMAR-2382	2169
chr1	90341325	90342000	ncMAR-2383	91
chr2	59077004	59077679	ncMAR-2384	271
chr8	37055300	37055750	ncMAR-2385	1147
chr9	126441588	126441813	ncMAR-2386	1390
chr10	62077673	62077898	ncMAR-2387	1447
chr2	58614382	58614835	ncMAR-2388	268
chr3	158062926	158063152	ncMAR-2389	636
chr3	182673746	182673972	ncMAR-2390	675
chr4	27084964	27085190	ncMAR-2391	701
chr5	94777573	94777800	ncMAR-2392	898
chr1	91082991	91083218	ncMAR-2393	97
chr10	61837072	61837299	ncMAR-2394	1446
chr12	65113514	65113741	ncMAR-2395	1721
chr2	143254066	143254293	ncMAR-2396	337
chr15	96011145	96011601	ncMAR-2397	2037
chr5	93887685	93888142	ncMAR-2398	896
chr11	131809907	131810135	ncMAR-2399	1671
chr13	35485556	35485784	ncMAR-2400	1778
chr10	92993806	92994493	ncMAR-2401	1488
chr4	84407746	84408204	ncMAR-2402	732
chr6	45367853	45368311	ncMAR-2403	1004
chr2	99812582	99813041	ncMAR-2404	312
chr4	19120018	19120247	ncMAR-2405	689
chr7	39095518	39095747	ncMAR-2406	1059
chr15	95868753	95868982	ncMAR-2407	2036
chr4	181934171	181934631	ncMAR-2408	805
chr3	77116790	77117020	ncMAR-2409	572
chr6	9843354	9843584	ncMAR-2410	963
chr9	106283891	106284352	ncMAR-2411	1357
chr15	60788805	60789035	ncMAR-2412	2008
chr2	173793591	173794284	ncMAR-2413	411
chr2	180197825	180198056	ncMAR-2414	435
