seqnames	start	end	width	strand
chr1	53821123	53821235	113	*
chr2	129311266	129311472	207	*
chr1	53863434	53863768	335	*
chr2	132109352	132109503	152	*
chr2	135424299	135424435	137	*
chr2	136653604	136653774	171	*
chr2	136661099	136661208	110	*
chr2	136875311	136875413	103	*
chr2	137364265	137365055	791	*
chr2	138073346	138073552	207	*
chr2	138509683	138509801	119	*
chr2	138592705	138592923	219	*
chr1	6475643	6475787	145	*
chr2	141717929	141718443	515	*
chr1	6499274	6499654	381	*
chr2	145732549	145732765	217	*
chr1	6508443	6508726	284	*
chr20	1255256	1256568	1313	*
chr1	55285691	55285868	178	*
chr20	4691704	4692687	984	*
chr20	5087630	5087892	263	*
chr1	55581182	55581337	156	*
chr20	7637670	7638152	483	*
chr20	8227488	8227975	488	*
chr20	8435066	8435491	426	*
chr20	8707446	8708993	1548	*
chr20	13749973	13750119	147	*
chr1	56783127	56783481	355	*
chr21	1771000	1771759	760	*
chr21	1963875	1963985	111	*
chr1	56942966	56943091	126	*
chr1	56949736	56949959	224	*
chr1	57035246	57035662	417	*
chr21	5956697	5956807	111	*
chr21	6462549	6462667	119	*
chr22	692535	692707	173	*
chr1	58917593	58917766	174	*
chr1	58927265	58927426	162	*
chr23	1601178	1601462	285	*
chr23	1671586	1671720	135	*
chr1	58939388	58939550	163	*
chr23	3396741	3396940	200	*
chr23	3703364	3703503	140	*
chr1	59559347	59559516	170	*
chr24	177519	177713	195	*
chr24	5585476	5585603	128	*
chr24	5587137	5587238	102	*
chr26	560622	560798	177	*
chr1	60909198	60909493	296	*
chr1	60963631	60963834	204	*
chr26	3386165	3387283	1119	*
chr1	7300416	7300598	183	*
chr1	7301421	7301540	120	*
chr1	7305127	7305251	125	*
chr1	61662219	61662452	234	*
chr1	61750346	61750552	207	*
chr1	61751908	61752023	116	*
chr1	61755092	61755276	185	*
chr27	6204933	6205309	377	*
chr27	7310760	7310929	170	*
chr28	1034339	1034573	235	*
chr1	62440551	62440697	147	*
chr28	4282630	4282761	132	*
chr1	62911750	62911921	172	*
chr1	63104878	63105025	148	*
chr3	1878622	1879593	972	*
chr3	1879621	1880674	1054	*
chr3	1931344	1931791	448	*
chr3	2229757	2229893	137	*
chr3	2246022	2246123	102	*
chr3	2298998	2299160	163	*
chr3	2716159	2716539	381	*
chr3	2737523	2737841	319	*
chr3	2740099	2740224	126	*
chr3	2743208	2743340	133	*
chr3	2978297	2978553	257	*
chr3	3003446	3003581	136	*
chr3	7465722	7466113	392	*
chr3	8326579	8327106	528	*
chr3	8596162	8596374	213	*
chr3	9581079	9581231	153	*
chr3	10138928	10139109	182	*
chr3	10577294	10577436	143	*
chr3	10579914	10580023	110	*
chr3	11086654	11086819	166	*
chr3	12488853	12489117	265	*
chr3	14108200	14108462	263	*
chr3	14109351	14109529	179	*
chr3	15201561	15203110	1550	*
chr3	15442413	15442515	103	*
chr3	16047701	16048263	563	*
chr3	16480366	16480582	217	*
chr3	17228352	17228717	366	*
chr3	17241576	17241927	352	*
chr3	18122337	18122470	134	*
chr3	20419666	20419964	299	*
chr3	21407998	21408239	242	*
chr3	21413505	21413646	142	*
chr3	21420019	21422268	2250	*
chr1	1493669	1494071	403	*
chr3	25556416	25557298	883	*
chr3	25607944	25608376	433	*
chr3	25943675	25944163	489	*
chr3	26852838	26853010	173	*
chr3	26875214	26875324	111	*
chr3	26953263	26953380	118	*
chr3	27330545	27330686	142	*
chr3	27667399	27667509	111	*
chr3	29440636	29440752	117	*
chr3	30779535	30779740	206	*
chr3	30784559	30784764	206	*
chr3	30905990	30906104	115	*
chr1	66162368	66162485	118	*
chr1	66163333	66163513	181	*
chr3	31012653	31012773	121	*
chr1	1498688	1498827	140	*
chr3	31044721	31044886	166	*
chr3	31318376	31318508	133	*
chr3	32286908	32287082	175	*
chr3	32394963	32395173	211	*
chr3	33709456	33710022	567	*
chr3	33753305	33753409	105	*
chr3	33786039	33786161	123	*
chr3	33788051	33788219	169	*
chr3	33796136	33796277	142	*
chr3	35637346	35637538	193	*
chr3	36191616	36191747	132	*
chr3	36199531	36199721	191	*
chr3	37718905	37719078	174	*
chr3	37719996	37720181	186	*
chr3	37721959	37722108	150	*
chr3	37727712	37728013	302	*
chr3	37732214	37732331	118	*
chr3	37743704	37743805	102	*
chr3	37841546	37841933	388	*
chr3	37918289	37918876	588	*
chr3	41459187	41459431	245	*
chr1	67199925	67200095	171	*
chr3	44209224	44210588	1365	*
chr1	8039271	8039440	170	*
chr3	46986930	46987215	286	*
chr3	48345926	48346027	102	*
chr3	49234420	49234562	143	*
chr1	8044313	8044490	178	*
chr1	8051168	8051292	125	*
chr1	68281018	68281137	120	*
chr1	68419930	68420173	244	*
chr3	54060920	54061177	258	*
chr3	54104269	54104397	129	*
chr3	54236181	54236394	214	*
chr3	55223439	55223563	125	*
chr1	68544319	68544487	169	*
chr3	55789394	55789534	141	*
chr3	55789605	55789726	122	*
chr3	55797746	55797990	245	*
chr3	56340420	56340532	113	*
chr3	56340604	56340715	112	*
chr3	56486834	56486959	126	*
